year,quarter,district,b_worker
2015,1,1000402,3812
2015,1,1000401,4101
2015,1,1000400,3603
2015,1,1000399,3126
2015,1,1000398,2615
2015,1,1000397,1817
2015,1,1000396,1368
2015,1,1000395,2073
2015,1,1000394,2130
2015,1,1000393,2220
2015,1,1000392,1036
2015,1,1000391,1369
2015,1,1000390,1270
2015,1,1000389,2064
2015,1,1000388,1390
2015,1,1000387,2021
2015,1,1000386,2037
2015,1,1000385,2246
2015,1,1000384,2762
2015,1,1000383,2386
2015,1,1000382,2819
2015,1,1000381,2142
2015,1,1000380,4015
2015,1,1000379,6169
2015,1,1000378,4280
2015,1,1000377,3172
2015,1,1000376,795
2015,1,1000375,1568
2015,1,1000374,1932
2015,1,1000373,1292
2015,1,1000372,1958
2015,1,1000371,3847
2015,1,1000370,1289
2015,1,1000369,1588
2015,1,1000368,994
2015,1,1000367,1283
2015,1,1000366,1238
2015,1,1000365,1359
2015,1,1000364,1865
2015,1,1000363,2289
2015,1,1000362,4028
2015,1,1000361,3072
2015,1,1000360,2265
2015,1,1000359,2333
2015,1,1000358,6718
2015,1,1000357,2388
2015,1,1000356,1220
2015,1,1000355,1032
2015,1,1000354,1349
2015,1,1000353,1527
2015,1,1000352,2255
2015,1,1000351,2399
2015,1,1000350,6319
2015,1,1000349,4732
2015,1,1000348,1783
2015,1,1000347,2860
2015,1,1000346,1623
2015,1,1000345,1433
2015,1,1000344,1628
2015,1,1000343,1028
2015,1,1000342,6746
2015,1,1000341,696
2015,1,1000340,842
2015,1,1000339,2712
2015,1,1000338,2243
2015,1,1000337,2756
2015,1,1000336,1950
2015,1,1000335,1603
2015,1,1000334,2062
2015,1,1000333,959
2015,1,1000332,1326
2015,1,1000331,1758
2015,1,1000330,1054
2015,1,1000329,1371
2015,1,1000328,552
2015,1,1000327,6450
2015,1,1000326,1972
2015,1,1000325,1588
2015,1,1000324,4080
2015,1,1000323,1301
2015,1,1000322,1866
2015,1,1000321,1359
2015,1,1000320,1583
2015,1,1000319,6616
2015,1,1000318,2702
2015,1,1000317,1652
2015,1,1000316,2479
2015,1,1000315,3245
2015,1,1000314,3022
2015,1,1000313,1923
2015,1,1000312,4020
2015,1,1000311,1665
2015,1,1000310,2672
2015,1,1000309,3554
2015,1,1000308,2514
2015,1,1000307,1049
2015,1,1000306,4292
2015,1,1000305,4235
2015,1,1000304,1497
2015,1,1000303,1819
2015,1,1000302,2682
2015,1,1000301,1564
2015,1,1000300,1491
2015,1,1000299,2252
2015,1,1000298,2001
2015,1,1000297,1276
2015,1,1000296,1966
2015,1,1000295,3214
2015,1,1000294,3887
2015,1,1000293,4054
2015,1,1000292,2014
2015,1,1000291,6410
2015,1,1000290,5739
2015,1,1000289,3806
2015,1,1000288,4863
2015,1,1000287,2343
2015,1,1000286,2709
2015,1,1000285,5375
2015,1,1000284,4344
2015,1,1000283,1068
2015,1,1000282,3190
2015,1,1000281,2110
2015,1,1000280,1331
2015,1,1000279,2067
2015,1,1000278,1303
2015,1,1000277,6258
2015,1,1000276,5298
2015,1,1000275,5098
2015,1,1000274,3918
2015,1,1000273,2300
2015,1,1000272,2347
2015,1,1000271,2432
2015,1,1000270,5381
2015,1,1000269,7111
2015,1,1000268,8391
2015,1,1000267,1403
2015,1,1000266,820
2015,1,1000265,3518
2015,1,1000264,1959
2015,1,1000263,3552
2015,1,1000262,1225
2015,1,1000261,1027
2015,1,1000260,4765
2015,1,1000259,1939
2015,1,1000258,2634
2015,1,1000257,1471
2015,1,1000256,1410
2015,1,1000255,3355
2015,1,1000254,1270
2015,1,1000253,1808
2015,1,1000252,2814
2015,1,1000251,1903
2015,1,1000250,4371
2015,1,1000249,4914
2015,1,1000248,4207
2015,1,1000247,1913
2015,1,1000246,1941
2015,1,1000245,2136
2015,1,1000244,1696
2015,1,1000243,2076
2015,1,1000242,1896
2015,1,1000241,1405
2015,1,1000240,1515
2015,1,1000239,3559
2015,1,1000238,2250
2015,1,1000237,3538
2015,1,1000236,2520
2015,1,1000235,2986
2015,1,1000234,2137
2015,1,1000233,3369
2015,1,1000232,2263
2015,1,1000231,2911
2015,1,1000230,6189
2015,1,1000229,1847
2015,1,1000228,4145
2015,1,1000227,1928
2015,1,1000226,1509
2015,1,1000225,1783
2015,1,1000224,2480
2015,1,1000223,2444
2015,1,1000222,4233
2015,1,1000221,992
2015,1,1000220,678
2015,1,1000219,837
2015,1,1000218,2195
2015,1,1000217,2679
2015,1,1000216,2012
2015,1,1000215,1933
2015,1,1000214,8202
2015,1,1000213,5851
2015,1,1000212,22178
2015,1,1000211,5703
2015,1,1000210,10585
2015,1,1000209,15217
2015,1,1000208,6759
2015,1,1000207,810
2015,1,1000206,3008
2015,1,1000205,19521
2015,1,1000204,2326
2015,1,1000203,5039
2015,1,1000202,8719
2015,1,1000201,12050
2015,1,1000200,4668
2015,1,1000199,4025
2015,1,1000198,2132
2015,1,1000197,3023
2015,1,1000196,3640
2015,1,1000195,5981
2015,1,1000194,914
2015,1,1000193,5602
2015,1,1000192,2788
2015,1,1000191,6227
2015,1,1000190,3164
2015,1,1000189,4304
2015,1,1000188,1737
2015,1,1000187,3464
2015,1,1000186,4255
2015,1,1000185,2275
2015,1,1000184,2687
2015,1,1000183,7811
2015,1,1000182,11078
2015,1,1000181,4175
2015,1,1000180,3119
2015,1,1000179,3186
2015,1,1000178,2967
2015,1,1000177,3472
2015,1,1000176,3584
2015,1,1000175,4031
2015,1,1000174,2581
2015,1,1000173,3237
2015,1,1000172,3236
2015,1,1000171,2628
2015,1,1000170,19858
2015,1,1000169,6692
2015,1,1000168,7196
2015,1,1000167,2751
2015,1,1000166,3976
2015,1,1000165,5458
2015,1,1000164,1880
2015,1,1000163,2136
2015,1,1000162,2551
2015,1,1000161,3381
2015,1,1000160,16575
2015,1,1000159,6208
2015,1,1000158,6078
2015,1,1000157,4103
2015,1,1000156,3034
2015,1,1000155,3600
2015,1,1000154,3996
2015,1,1000153,9115
2015,1,1000152,16610
2015,1,1000151,4484
2015,1,1000150,2078
2015,1,1000149,5660
2015,1,1000148,4011
2015,1,1000147,1167
2015,1,1000146,1871
2015,1,1000145,2417
2015,1,1000144,4028
2015,1,1000143,5761
2015,1,1000142,8362
2015,1,1000141,1852
2015,1,1000140,1999
2015,1,1000139,6549
2015,1,1000138,4216
2015,1,1000137,6192
2015,1,1000136,2780
2015,1,1000135,5011
2015,1,1000134,3905
2015,1,1000133,3277
2015,1,1000132,10427
2015,1,1000131,2444
2015,1,1000130,3307
2015,1,1000129,4865
2015,1,1000128,4092
2015,1,1000127,2386
2015,1,1000126,1415
2015,1,1000125,1261
2015,1,1000124,10497
2015,1,1000123,1207
2015,1,1000122,3328
2015,1,1000121,20229
2015,1,1000120,12543
2015,1,1000119,3657
2015,1,1000118,10521
2015,1,1000117,9283
2015,1,1000116,12906
2015,1,1000115,21282
2015,1,1000114,20790
2015,1,1000113,21468
2015,1,1000112,11217
2015,1,1000111,3005
2015,1,1000110,27720
2015,1,1000109,45629
2015,1,1000108,16683
2015,1,1000107,33655
2015,1,1000106,8009
2015,1,1000105,4684
2015,1,1000104,14702
2015,1,1000103,6743
2015,1,1000102,6542
2015,1,1000101,866
2015,1,1000100,4683
2015,1,1000099,10121
2015,1,1000098,871
2015,1,1000097,1893
2015,1,1000096,8008
2015,1,1000095,3038
2015,1,1000094,2591
2015,1,1000093,10799
2015,1,1000092,39738
2015,1,1000091,35127
2015,1,1000090,1072
2015,1,1000089,1098
2015,1,1000088,23954
2015,1,1000087,10197
2015,1,1000086,1332
2015,1,1000085,6534
2015,1,1000084,6822
2015,1,1000083,22256
2015,1,1000082,7487
2015,1,1000081,19975
2015,1,1000080,20317
2015,1,1000079,26091
2015,1,1000078,9933
2015,1,1000077,36778
2015,1,1000076,8490
2015,1,1000075,9226
2015,1,1000074,9000
2015,1,1000073,20164
2015,1,1000072,1019
2015,1,1000071,12751
2015,1,1000070,6518
2015,1,1000069,2840
2015,1,1000068,19505
2015,1,1000067,6965
2015,1,1000066,12344
2015,1,1000065,14737
2015,1,1000064,3650
2015,1,1000063,5550
2015,1,1000062,7178
2015,1,1000061,9233
2015,1,1000060,8256
2015,1,1000059,3615
2015,1,1000058,11608
2015,1,1000057,5941
2015,1,1000056,28849
2015,1,1000055,5963
2015,1,1000054,4723
2015,1,1000053,7063
2015,1,1000052,4291
2015,1,1000051,4916
2015,1,1000050,3060
2015,1,1000049,4054
2015,1,1000048,66356
2015,1,1000047,44908
2015,1,1000046,45993
2015,1,1000045,32846
2015,1,1000044,34457
2015,1,1000043,5299
2015,1,1000042,15963
2015,1,1000041,11675
2015,1,1000040,86241
2015,1,1000039,147915
2015,1,1000038,7182
2015,1,1000037,21074
2015,1,1000036,13908
2015,1,1000035,4039
2015,1,1000034,15165
2015,1,1000033,12842
2015,1,1000032,5883
2015,1,1000031,2748
2015,1,1000030,15091
2015,1,1000029,2931
2015,1,1000028,4332
2015,1,1000027,4291
2015,1,1000026,621
2015,1,1000025,1213
2015,1,1000024,1907
2015,1,1000023,3058
2015,1,1000022,5887
2015,1,1000021,3301
2015,1,1000020,3016
2015,1,1000019,8843
2015,1,1000018,5832
2015,1,1000017,12167
2015,1,1000016,6349
2015,1,1000015,18365
2015,1,1000014,14791
2015,1,1000013,10518
2015,1,1000012,1367
2015,1,1000011,7847
2015,1,1000010,8880
2015,1,1000009,4608
2015,1,1000008,5328
2015,1,1000007,18320
2015,1,1000006,17354
2015,1,1000005,1567
2015,1,1000004,6636
2015,1,1000003,43988
2015,1,1000002,9315
2015,1,1000001,20273
2014,4,1001010,3498
2014,4,1001009,3864
2014,4,1001008,4892
2014,4,1001007,1171
2014,4,1001006,1829
2014,4,1001005,8627
2014,4,1001004,7316
2014,4,1001003,3232
2014,4,1001002,4462
2014,4,1001001,5055
2014,4,1001000,9381
2014,4,1000999,6839
2014,4,1000998,2401
2014,4,1000997,2608
2014,4,1000996,3631
2014,4,1000995,4708
2014,4,1000994,4302
2014,4,1000993,13390
2014,4,1000992,3887
2014,4,1000991,5628
2014,4,1000990,4705
2014,4,1000989,3506
2014,4,1000988,3895
2014,4,1000987,2610
2014,4,1000986,11294
2014,4,1000985,1395
2014,4,1000984,12694
2014,4,1000983,10278
2014,4,1000982,1254
2014,4,1000981,4149
2014,4,1000980,4159
2014,4,1000979,3293
2014,4,1000978,2965
2014,4,1000977,6042
2014,4,1000976,739
2014,4,1000975,609
2014,4,1000974,2501
2014,4,1000973,2548
2014,4,1000972,2188
2014,4,1000971,1854
2014,4,1000970,443
2014,4,1000969,1796
2014,4,1000968,3913
2014,4,1000967,7494
2014,4,1000966,4475
2014,4,1000965,2573
2014,4,1000964,11218
2014,4,1000963,22781
2014,4,1000962,11016
2014,4,1000961,7544
2014,4,1000960,14567
2014,4,1000959,24163
2014,4,1000958,33036
2014,4,1000957,4883
2014,4,1000956,9553
2014,4,1000955,9165
2014,4,1000954,8133
2014,4,1000953,18012
2014,4,1000952,7078
2014,4,1000951,10120
2014,4,1000950,9390
2014,4,1000949,7021
2014,4,1000948,5267
2014,4,1000947,6031
2014,4,1000946,5604
2014,4,1000945,7428
2014,4,1000944,4146
2014,4,1000943,5050
2014,4,1000942,1447
2014,4,1000941,4407
2014,4,1000940,2095
2014,4,1000939,12178
2014,4,1000938,16341
2014,4,1000937,19868
2014,4,1000936,22299
2014,4,1000935,76186
2014,4,1000934,7704
2014,4,1000933,3632
2014,4,1000932,28169
2014,4,1000931,91569
2014,4,1000930,103315
2014,4,1000929,15644
2014,4,1000928,1169
2014,4,1000927,13198
2014,4,1000926,21151
2014,4,1000925,20924
2014,4,1000924,15716
2014,4,1000923,33043
2014,4,1000922,9552
2014,4,1000921,19419
2014,4,1000920,3541
2014,4,1000919,7129
2014,4,1000918,10552
2014,4,1000917,5140
2014,4,1000916,43931
2014,4,1000915,11847
2014,4,1000914,25670
2014,4,1000913,28271
2014,4,1000912,65204
2014,4,1000911,11521
2014,4,1000910,14781
2014,4,1000909,26266
2014,4,1000908,28132
2014,4,1000907,22013
2014,4,1000906,21216
2014,4,1000905,19183
2014,4,1000904,28771
2014,4,1000903,5682
2014,4,1000902,34962
2014,4,1000901,31066
2014,4,1000900,35948
2014,4,1000899,14731
2014,4,1000898,30255
2014,4,1000897,10813
2014,4,1000896,22073
2014,4,1000895,11761
2014,4,1000894,17492
2014,4,1000893,12763
2014,4,1000892,875
2014,4,1000891,16143
2014,4,1000890,23315
2014,4,1000889,21641
2014,4,1000888,23466
2014,4,1000887,30782
2014,4,1000886,12763
2014,4,1000885,24195
2014,4,1000884,6264
2014,4,1000883,19748
2014,4,1000882,6436
2014,4,1000881,12732
2014,4,1000880,10893
2014,4,1000879,22456
2014,4,1000878,8852
2014,4,1000877,7433
2014,4,1000876,14766
2014,4,1000875,12727
2014,4,1000874,6905
2014,4,1000873,9677
2014,4,1000872,8742
2014,4,1000871,13752
2014,4,1000870,13771
2014,4,1000869,12073
2014,4,1000868,12507
2014,4,1000867,3843
2014,4,1000866,4639
2014,4,1000865,19002
2014,4,1000864,5914
2014,4,1000863,7300
2014,4,1000862,10196
2014,4,1000861,3878
2014,4,1000860,38263
2014,4,1000859,14158
2014,4,1000858,8023
2014,4,1000857,13904
2014,4,1000856,7919
2014,4,1000855,4420
2014,4,1000854,9210
2014,4,1000853,13087
2014,4,1000852,40788
2014,4,1000851,10976
2014,4,1000850,29421
2014,4,1000849,23825
2014,4,1000848,12262
2014,4,1000847,31099
2014,4,1000846,95618
2014,4,1000845,35508
2014,4,1000844,19351
2014,4,1000843,1192
2014,4,1000842,690
2014,4,1000841,974
2014,4,1000840,971
2014,4,1000839,2171
2014,4,1000838,1109
2014,4,1000837,5641
2014,4,1000836,3405
2014,4,1000835,1623
2014,4,1000834,5013
2014,4,1000833,3684
2014,4,1000832,4103
2014,4,1000831,5825
2014,4,1000830,4541
2014,4,1000829,14925
2014,4,1000828,2708
2014,4,1000827,3167
2014,4,1000826,1401
2014,4,1000825,862
2014,4,1000824,3953
2014,4,1000823,1160
2014,4,1000822,886
2014,4,1000821,3680
2014,4,1000820,3898
2014,4,1000819,743
2014,4,1000818,552
2014,4,1000817,1954
2014,4,1000816,1253
2014,4,1000815,2263
2014,4,1000814,4221
2014,4,1000813,1353
2014,4,1000812,4784
2014,4,1000811,1935
2014,4,1000810,910
2014,4,1000809,999
2014,4,1000808,657
2014,4,1000807,1702
2014,4,1000806,1378
2014,4,1000805,405
2014,4,1000804,7713
2014,4,1000803,2387
2014,4,1000802,6206
2014,4,1000801,4634
2014,4,1000800,1890
2014,4,1000799,3742
2014,4,1000798,2845
2014,4,1000797,3076
2014,4,1000796,4055
2014,4,1000795,4998
2014,4,1000794,1071
2014,4,1000793,1628
2014,4,1000792,1684
2014,4,1000791,1008
2014,4,1000790,524
2014,4,1000789,606
2014,4,1000788,5713
2014,4,1000787,2152
2014,4,1000786,1485
2014,4,1000785,15845
2014,4,1000784,1112
2014,4,1000783,1489
2014,4,1000782,1181
2014,4,1000781,6039
2014,4,1000780,6787
2014,4,1000779,4793
2014,4,1000778,5181
2014,4,1000777,6700
2014,4,1000776,1778
2014,4,1000775,2584
2014,4,1000774,4565
2014,4,1000773,25581
2014,4,1000772,17324
2014,4,1000771,23217
2014,4,1000770,17001
2014,4,1000769,981
2014,4,1000768,5357
2014,4,1000767,1876
2014,4,1000766,2071
2014,4,1000765,4683
2014,4,1000764,1086
2014,4,1000763,962
2014,4,1000762,817
2014,4,1000761,2603
2014,4,1000760,2429
2014,4,1000759,6886
2014,4,1000758,2489
2014,4,1000757,3509
2014,4,1000756,1746
2014,4,1000755,7368
2014,4,1000754,1219
2014,4,1000753,4342
2014,4,1000752,3982
2014,4,1000751,1263
2014,4,1000750,1248
2014,4,1000749,2270
2014,4,1000748,2461
2014,4,1000747,1827
2014,4,1000746,2176
2014,4,1000745,1216
2014,4,1000744,4482
2014,4,1000743,8990
2014,4,1000742,3412
2014,4,1000741,5263
2014,4,1000740,3033
2014,4,1000739,6588
2014,4,1000738,17013
2014,4,1000737,4472
2014,4,1000736,3679
2014,4,1000735,584
2014,4,1000734,1292
2014,4,1000733,1711
2014,4,1000732,1693
2014,4,1000731,4659
2014,4,1000730,5250
2014,4,1000729,3422
2014,4,1000728,4959
2014,4,1000727,12584
2014,4,1000726,12681
2014,4,1000725,5482
2014,4,1000724,3724
2014,4,1000723,2506
2014,4,1000722,2791
2014,4,1000721,13486
2014,4,1000720,13103
2014,4,1000719,29973
2014,4,1000718,2569
2014,4,1000717,1068
2014,4,1000716,5118
2014,4,1000715,1669
2014,4,1000714,1627
2014,4,1000713,13256
2014,4,1000712,4717
2014,4,1000711,6603
2014,4,1000710,15739
2014,4,1000709,2644
2014,4,1000708,2500
2014,4,1000707,8477
2014,4,1000706,4570
2014,4,1000705,3878
2014,4,1000704,971
2014,4,1000703,3394
2014,4,1000702,16410
2014,4,1000701,2589
2014,4,1000700,18203
2014,4,1000699,1182
2014,4,1000698,4273
2014,4,1000697,4565
2014,4,1000696,5542
2014,4,1000695,6173
2014,4,1000694,14318
2014,4,1000693,4267
2014,4,1000692,2555
2014,4,1000691,13444
2014,4,1000690,16540
2014,4,1000689,23740
2014,4,1000688,22984
2014,4,1000687,12610
2014,4,1000686,20109
2014,4,1000685,19984
2014,4,1000684,24762
2014,4,1000683,1357
2014,4,1000682,4242
2014,4,1000681,864
2014,4,1000680,3905
2014,4,1000679,5320
2014,4,1000678,2794
2014,4,1000677,2053
2014,4,1000676,2225
2014,4,1000675,3628
2014,4,1000674,3557
2014,4,1000673,4407
2014,4,1000672,3088
2014,4,1000671,2758
2014,4,1000670,83488
2014,4,1000669,9079
2014,4,1000668,27977
2014,4,1000667,2606
2014,4,1000666,1405
2014,4,1000665,999
2014,4,1000664,1646
2014,4,1000663,882
2014,4,1000662,826
2014,4,1000661,763
2014,4,1000660,5570
2014,4,1000659,7051
2014,4,1000658,1758
2014,4,1000657,903
2014,4,1000656,2215
2014,4,1000655,12106
2014,4,1000654,28269
2014,4,1000653,4900
2014,4,1000652,1760
2014,4,1000651,16340
2014,4,1000650,2331
2014,4,1000649,2312
2014,4,1000648,15107
2014,4,1000647,2116
2014,4,1000646,987
2014,4,1000645,1521
2014,4,1000644,35383
2014,4,1000643,35368
2014,4,1000642,52218
2014,4,1000641,3784
2014,4,1000640,8831
2014,4,1000639,1371
2014,4,1000638,3018
2014,4,1000637,2781
2014,4,1000636,13373
2014,4,1000635,5579
2014,4,1000634,15170
2014,4,1000633,5533
2014,4,1000632,4413
2014,4,1000631,19284
2014,4,1000630,6230
2014,4,1000629,965
2014,4,1000628,4416
2014,4,1000627,6002
2014,4,1000626,19218
2014,4,1000625,15704
2014,4,1000624,2425
2014,4,1000623,1202
2014,4,1000622,1419
2014,4,1000621,1397
2014,4,1000620,3390
2014,4,1000619,2844
2014,4,1000618,985
2014,4,1000617,1180
2014,4,1000616,2219
2014,4,1000615,2565
2014,4,1000614,2602
2014,4,1000613,1588
2014,4,1000612,2259
2014,4,1000611,2009
2014,4,1000610,1742
2014,4,1000609,3546
2014,4,1000608,17094
2014,4,1000607,11200
2014,4,1000606,5725
2014,4,1000605,3682
2014,4,1000604,2580
2014,4,1000603,2098
2014,4,1000602,2947
2014,4,1000601,788
2014,4,1000600,2729
2014,4,1000599,1710
2014,4,1000598,2633
2014,4,1000597,3858
2014,4,1000596,3496
2014,4,1000595,3983
2014,4,1000594,1287
2014,4,1000593,2580
2014,4,1000592,2909
2014,4,1000591,7976
2014,4,1000590,4106
2014,4,1000589,2831
2014,4,1000588,1692
2014,4,1000587,3276
2014,4,1000586,2394
2014,4,1000585,1532
2014,4,1000584,1758
2014,4,1000583,2348
2014,4,1000582,1953
2014,4,1000581,4015
2014,4,1000580,3153
2014,4,1000579,4402
2014,4,1000578,6806
2014,4,1000577,4401
2014,4,1000576,10289
2014,4,1000575,4877
2014,4,1000574,2834
2014,4,1000573,3028
2014,4,1000572,1007
2014,4,1000571,871
2014,4,1000570,1295
2014,4,1000569,1668
2014,4,1000568,9806
2014,4,1000567,8144
2014,4,1000566,3683
2014,4,1000565,2944
2014,4,1000564,2127
2014,4,1000563,2639
2014,4,1000562,2976
2014,4,1000561,2670
2014,4,1000560,1903
2014,4,1000559,1396
2014,4,1000558,2596
2014,4,1000557,3144
2014,4,1000556,1139
2014,4,1000555,1125
2014,4,1000554,2169
2014,4,1000553,1660
2014,4,1000552,1851
2014,4,1000551,4189
2014,4,1000550,1870
2014,4,1000549,1663
2014,4,1000548,3636
2014,4,1000547,2857
2014,4,1000546,1370
2014,4,1000545,1858
2014,4,1000544,2165
2014,4,1000543,2981
2014,4,1000542,1075
2014,4,1000541,3600
2014,4,1000540,2026
2014,4,1000539,3035
2014,4,1000538,3783
2014,4,1000537,4378
2014,4,1000536,4155
2014,4,1000535,1630
2014,4,1000534,3269
2014,4,1000533,2926
2014,4,1000532,2089
2014,4,1000531,1670
2014,4,1000530,1412
2014,4,1000529,2149
2014,4,1000528,2471
2014,4,1000527,2331
2014,4,1000526,2141
2014,4,1000525,1914
2014,4,1000524,1830
2014,4,1000523,1481
2014,4,1000522,4899
2014,4,1000521,6776
2014,4,1000520,1864
2014,4,1000519,6083
2014,4,1000518,1220
2014,4,1000517,2106
2014,4,1000516,2089
2014,4,1000515,3425
2014,4,1000514,1418
2014,4,1000513,3825
2014,4,1000512,2995
2014,4,1000511,3848
2014,4,1000510,2119
2014,4,1000509,3002
2014,4,1000508,2714
2014,4,1000507,2704
2014,4,1000506,4183
2014,4,1000505,14690
2014,4,1000504,20961
2014,4,1000503,12639
2014,4,1000502,6204
2014,4,1000501,1841
2014,4,1000500,5129
2014,4,1000499,8499
2014,4,1000498,4151
2014,4,1000497,10608
2014,4,1000496,4641
2014,4,1000495,4368
2014,4,1000494,5399
2014,4,1000493,9021
2014,4,1000492,8170
2014,4,1000491,15622
2014,4,1000490,986
2014,4,1000489,810
2014,4,1000488,6626
2014,4,1000487,22955
2014,4,1000486,5358
2014,4,1000485,3543
2014,4,1000484,7908
2014,4,1000483,2695
2014,4,1000482,6303
2014,4,1000481,5205
2014,4,1000480,30766
2014,4,1000479,7921
2014,4,1000478,1097
2014,4,1000477,20163
2014,4,1000476,2454
2014,4,1000475,4477
2014,4,1000474,8942
2014,4,1000473,15276
2014,4,1000472,10000
2014,4,1000471,21380
2014,4,1000470,3795
2014,4,1000469,10932
2014,4,1000468,16633
2014,4,1000467,13679
2014,4,1000466,14978
2014,4,1000465,6057
2014,4,1000464,4279
2014,4,1000463,2884
2014,4,1000462,22811
2014,4,1000461,11945
2014,4,1000460,2446
2014,4,1000459,6538
2014,4,1000458,3812
2014,4,1000457,1103
2014,4,1000456,1452
2014,4,1000455,1360
2014,4,1000454,1636
2014,4,1000453,983
2014,4,1000452,70571
2014,4,1000451,27681
2014,4,1000450,1442
2014,4,1000449,2021
2014,4,1000448,1594
2014,4,1000447,1874
2014,4,1000446,2556
2014,4,1000445,1935
2014,4,1000444,5590
2014,4,1000443,3229
2014,4,1000442,1936
2014,4,1000441,1782
2014,4,1000440,1347
2014,4,1000439,6422
2014,4,1000438,1422
2014,4,1000437,2114
2014,4,1000436,2939
2014,4,1000435,1244
2014,4,1000434,1694
2014,4,1000433,1616
2014,4,1000432,1955
2014,4,1000431,1482
2014,4,1000430,5289
2014,4,1000429,4567
2014,4,1000428,3418
2014,4,1000427,1848
2014,4,1000426,1559
2014,4,1000425,1858
2014,4,1000424,1879
2014,4,1000423,1192
2014,4,1000422,1492
2014,4,1000421,3142
2014,4,1000420,1252
2014,4,1000419,1935
2014,4,1000418,1785
2014,4,1000417,1266
2014,4,1000416,3913
2014,4,1000415,2758
2014,4,1000414,890
2014,4,1000413,7297
2014,4,1000412,4041
2014,4,1000411,2703
2014,4,1000410,1345
2014,4,1000409,1293
2014,4,1000408,918
2014,4,1000407,1770
2014,4,1000406,1797
2014,4,1000405,2861
2014,4,1000404,2153
2014,4,1000403,3469
2014,4,1000402,3812
2014,4,1000401,4101
2014,4,1000400,3603
2014,4,1000399,3126
2014,4,1000398,2615
2014,4,1000397,1817
2014,4,1000396,1368
2014,4,1000395,2073
2014,4,1000394,2130
2014,4,1000393,2220
2014,4,1000392,1036
2014,4,1000391,1369
2014,4,1000390,1270
2014,4,1000389,2064
2014,4,1000388,1390
2014,4,1000387,2021
2014,4,1000386,2037
2014,4,1000385,2246
2014,4,1000384,2762
2014,4,1000383,2386
2014,4,1000382,2819
2014,4,1000381,2142
2014,4,1000380,4015
2014,4,1000379,6169
2014,4,1000378,4280
2014,4,1000377,3172
2014,4,1000376,795
2014,4,1000375,1568
2014,4,1000374,1932
2014,4,1000373,1292
2014,4,1000372,1958
2014,4,1000371,3847
2014,4,1000370,1289
2014,4,1000369,1588
2014,4,1000368,994
2014,4,1000367,1283
2014,4,1000366,1238
2014,4,1000365,1359
2014,4,1000364,1865
2014,4,1000363,2289
2014,4,1000362,4028
2014,4,1000361,3072
2014,4,1000360,2265
2014,4,1000359,2333
2014,4,1000358,6718
2014,4,1000357,2388
2014,4,1000356,1220
2014,4,1000355,1032
2014,4,1000354,1349
2014,4,1000353,1527
2014,4,1000352,2255
2014,4,1000351,2399
2014,4,1000350,6319
2014,4,1000349,4732
2014,4,1000348,1783
2014,4,1000347,2860
2014,4,1000346,1623
2014,4,1000345,1433
2014,4,1000344,1628
2014,4,1000343,1028
2014,4,1000342,6746
2014,4,1000341,696
2014,4,1000340,842
2014,4,1000339,2712
2014,4,1000338,2243
2014,4,1000337,2756
2014,4,1000336,1950
2014,4,1000335,1603
2014,4,1000334,2062
2014,4,1000333,959
2014,4,1000332,1326
2014,4,1000331,1758
2014,4,1000330,1054
2014,4,1000329,1371
2014,4,1000328,552
2014,4,1000327,6450
2014,4,1000326,1972
2014,4,1000325,1588
2014,4,1000324,4080
2014,4,1000323,1301
2014,4,1000322,1866
2014,4,1000321,1359
2014,4,1000320,1583
2014,4,1000319,6616
2014,4,1000318,2702
2014,4,1000317,1652
2014,4,1000316,2479
2014,4,1000315,3245
2014,4,1000314,3022
2014,4,1000313,1923
2014,4,1000312,4020
2014,4,1000311,1665
2014,4,1000310,2672
2014,4,1000309,3554
2014,4,1000308,2514
2014,4,1000307,1049
2014,4,1000306,4292
2014,4,1000305,4235
2014,4,1000304,1497
2014,4,1000303,1819
2014,4,1000302,2682
2014,4,1000301,1564
2014,4,1000300,1491
2014,4,1000299,2252
2014,4,1000298,2001
2014,4,1000297,1276
2014,4,1000296,1966
2014,4,1000295,3214
2014,4,1000294,3887
2014,4,1000293,4054
2014,4,1000292,2014
2014,4,1000291,6410
2014,4,1000290,5739
2014,4,1000289,3806
2014,4,1000288,4863
2014,4,1000287,2343
2014,4,1000286,2709
2014,4,1000285,5375
2014,4,1000284,4344
2014,4,1000283,1068
2014,4,1000282,3190
2014,4,1000281,2110
2014,4,1000280,1331
2014,4,1000279,2067
2014,4,1000278,1303
2014,4,1000277,6258
2014,4,1000276,5298
2014,4,1000275,5098
2014,4,1000274,3918
2014,4,1000273,2300
2014,4,1000272,2347
2014,4,1000271,2432
2014,4,1000270,5381
2014,4,1000269,7111
2014,4,1000268,8391
2014,4,1000267,1403
2014,4,1000266,820
2014,4,1000265,3518
2014,4,1000264,1959
2014,4,1000263,3552
2014,4,1000262,1225
2014,4,1000261,1027
2014,4,1000260,4765
2014,4,1000259,1939
2014,4,1000258,2634
2014,4,1000257,1471
2014,4,1000256,1410
2014,4,1000255,3355
2014,4,1000254,1270
2014,4,1000253,1808
2014,4,1000252,2814
2014,4,1000251,1903
2014,4,1000250,4371
2014,4,1000249,4914
2014,4,1000248,4207
2014,4,1000247,1913
2014,4,1000246,1941
2014,4,1000245,2136
2014,4,1000244,1696
2014,4,1000243,2076
