year,quarter,district,s_worker
2016,2,1000722,789
2016,2,1000721,555
2016,2,1000720,53
2016,2,1000719,4235
2016,2,1000718,431
2016,2,1000717,369
2016,2,1000716,100
2016,2,1000715,102
2016,2,1000714,45
2016,2,1000713,570
2016,2,1000712,2403
2016,2,1000711,160
2016,2,1000710,2311
2016,2,1000709,56
2016,2,1000708,5
2016,2,1000707,235
2016,2,1000706,179
2016,2,1000705,65
2016,2,1000704,95
2016,2,1000703,74
2016,2,1000702,95
2016,2,1000701,33
2016,2,1000700,1672
2016,2,1000699,22
2016,2,1000698,1801
2016,2,1000697,15
2016,2,1000696,45
2016,2,1000695,186
2016,2,1000694,744
2016,2,1000693,1604
2016,2,1000692,337
2016,2,1000691,3600
2016,2,1000690,296
2016,2,1000689,3683
2016,2,1000688,4027
2016,2,1000687,1651
2016,2,1000686,325
2016,2,1000685,1594
2016,2,1000684,643
2016,2,1000683,168
2016,2,1000682,769
2016,2,1000681,176
2016,2,1000680,414
2016,2,1000679,2796
2016,2,1000678,438
2016,2,1000677,360
2016,2,1000676,509
2016,2,1000675,610
2016,2,1000674,565
2016,2,1000673,648
2016,2,1000672,14
2016,2,1000671,618
2016,2,1000670,1878
2016,2,1000669,121
2016,2,1000668,1144
2016,2,1000667,146
2016,2,1000666,78
2016,2,1000665,229
2016,2,1000664,4
2016,2,1000663,148
2016,2,1000662,89
2016,2,1000661,52
2016,2,1000660,760
2016,2,1000659,10
2016,2,1000658,172
2016,2,1000657,62
2016,2,1000656,10
2016,2,1000655,535
2016,2,1000654,2487
2016,2,1000653,1496
2016,2,1000652,98
2016,2,1000651,32
2016,2,1000650,244
2016,2,1000649,741
2016,2,1000648,1043
2016,2,1000647,787
2016,2,1000646,176
2016,2,1000645,25
2016,2,1000644,1234
2016,2,1000643,7161
2016,2,1000642,390
2016,2,1000641,104
2016,2,1000640,104
2016,2,1000639,270
2016,2,1000638,227
2016,2,1000637,179
2016,2,1000636,779
2016,2,1000635,716
2016,2,1000634,3018
2016,2,1000633,8
2016,2,1000632,155
2016,2,1000631,157
2016,2,1000630,26
2016,2,1000629,450
2016,2,1000628,58
2016,2,1000627,165
2016,2,1000626,23
2016,2,1000625,324
2016,2,1000624,234
2016,2,1000623,227
2016,2,1000622,241
2016,2,1000621,248
2016,2,1000620,831
2016,2,1000619,276
2016,2,1000618,49
2016,2,1000617,134
2016,2,1000616,315
2016,2,1000615,460
2016,2,1000614,935
2016,2,1000613,119
2016,2,1000612,51
2016,2,1000611,142
2016,2,1000610,777
2016,2,1000609,58
2016,2,1000608,2765
2016,2,1000607,495
2016,2,1000606,815
2016,2,1000605,1126
2016,2,1000604,512
2016,2,1000603,256
2016,2,1000602,451
2016,2,1000601,167
2016,2,1000600,52
2016,2,1000599,4
2016,2,1000598,310
2016,2,1000597,1387
2016,2,1000596,216
2016,2,1000595,747
2016,2,1000594,114
2016,2,1000593,270
2016,2,1000592,694
2016,2,1000591,341
2016,2,1000590,762
2016,2,1000589,752
2016,2,1000588,10
2016,2,1000587,462
2016,2,1000586,12
2016,2,1000585,61
2016,2,1000584,186
2016,2,1000583,440
2016,2,1000582,122
2016,2,1000581,368
2016,2,1000580,178
2016,2,1000579,230
2016,2,1000578,873
2016,2,1000577,1046
2016,2,1000576,953
2016,2,1000575,6
2016,2,1000574,267
2016,2,1000573,569
2016,2,1000572,54
2016,2,1000571,37
2016,2,1000570,9
2016,2,1000569,598
2016,2,1000568,666
2016,2,1000567,99
2016,2,1000566,275
2016,2,1000565,285
2016,2,1000564,107
2016,2,1000563,51
2016,2,1000562,82
2016,2,1000561,405
2016,2,1000560,909
2016,2,1000559,131
2016,2,1000558,174
2016,2,1000557,300
2016,2,1000556,21
2016,2,1000555,110
2016,2,1000554,250
2016,2,1000553,58
2016,2,1000552,17
2016,2,1000551,239
2016,2,1000550,175
2016,2,1000549,230
2016,2,1000548,352
2016,2,1000547,140
2016,2,1000546,126
2016,2,1000545,155
2016,2,1000544,2
2016,2,1000543,571
2016,2,1000542,250
2016,2,1000541,480
2016,2,1000539,285
2016,2,1000538,461
2016,2,1000537,178
2016,2,1000536,798
2016,2,1000535,204
2016,2,1000534,766
2016,2,1000533,273
2016,2,1000532,952
2016,2,1000531,106
2016,2,1000530,171
2016,2,1000529,262
2016,2,1000528,365
2016,2,1000527,280
2016,2,1000526,104
2016,2,1000525,99
2016,2,1000524,261
2016,2,1000523,591
2016,2,1000522,2352
2016,2,1000521,1012
2016,2,1000519,429
2016,2,1000518,10
2016,2,1000517,308
2016,2,1000516,467
2016,2,1000515,550
2016,2,1000514,286
2016,2,1000513,19
2016,2,1000512,1176
2016,2,1000511,42
2016,2,1000510,395
2016,2,1000509,285
2016,2,1000508,316
2016,2,1000507,93
2016,2,1000506,105
2016,2,1000505,108
2016,2,1000504,1586
2016,2,1000503,4
2016,2,1000502,124
2016,2,1000501,310
2016,2,1000500,545
2016,2,1000499,3824
2016,2,1000498,213
2016,2,1000497,1635
2016,2,1000496,161
2016,2,1000495,151
2016,2,1000494,18
2016,2,1000493,456
2016,2,1000492,3931
2016,2,1000491,384
2016,2,1000490,30
2016,2,1000489,110
2016,2,1000488,1258
2016,2,1000487,1094
2016,2,1000486,116
2016,2,1000485,449
2016,2,1000484,1805
2016,2,1000483,407
2016,2,1000482,671
2016,2,1000481,987
2016,2,1000480,549
2016,2,1000479,298
2016,2,1000478,240
2016,2,1000477,2147
2016,2,1000476,156
2016,2,1000475,992
2016,2,1000474,1550
2016,2,1000473,153
2016,2,1000472,1147
2016,2,1000471,62
2016,2,1000470,241
2016,2,1000469,3478
2016,2,1000468,474
2016,2,1000467,4637
2016,2,1000466,794
2016,2,1000465,318
2016,2,1000464,462
2016,2,1000463,76
2016,2,1000462,1008
2016,2,1000461,374
2016,2,1000460,56
2016,2,1000459,491
2016,2,1000458,110
2016,2,1000457,110
2016,2,1000456,93
2016,2,1000455,10
2016,2,1000454,362
2016,2,1000453,13
2016,2,1000452,15682
2016,2,1000451,3034
2016,2,1000450,200
2016,2,1000449,467
2016,2,1000448,265
2016,2,1000447,168
2016,2,1000446,353
2016,2,1000445,89
2016,2,1000444,146
2016,2,1000443,2424
2016,2,1000442,333
2016,2,1000440,294
2016,2,1000439,431
2016,2,1000438,93
2016,2,1000437,354
2016,2,1000436,803
2016,2,1000435,8
2016,2,1000434,80
2016,2,1000433,230
2016,2,1000432,216
2016,2,1000430,480
2016,2,1000429,464
2016,2,1000428,555
2016,2,1000427,106
2016,2,1000426,756
2016,2,1000425,264
2016,2,1000424,786
2016,2,1000423,195
2016,2,1000422,74
2016,2,1000421,72
2016,2,1000420,152
2016,2,1000419,372
2016,2,1000418,289
2016,2,1000417,212
2016,2,1000416,275
2016,2,1000415,285
2016,2,1000414,23
2016,2,1000413,513
2016,2,1000412,322
2016,2,1000411,58
2016,2,1000410,241
2016,2,1000409,110
2016,2,1000408,131
2016,2,1000407,26
2016,2,1000406,333
2016,2,1000405,736
2016,2,1000404,64
2016,2,1000403,298
2016,2,1000402,1070
2016,2,1000401,283
2016,2,1000400,695
2016,2,1000399,239
2016,2,1000398,21
2016,2,1000397,24
2016,2,1000396,16
2016,2,1000395,467
2016,2,1000394,160
2016,2,1000393,969
2016,2,1000392,79
2016,2,1000391,32
2016,2,1000390,140
2016,2,1000389,47
2016,2,1000388,459
2016,2,1000387,395
2016,2,1000386,773
2016,2,1000385,107
2016,2,1000384,367
2016,2,1000382,17
2016,2,1000381,403
2016,2,1000380,464
2016,2,1000379,2426
2016,2,1000378,104
2016,2,1000377,78
2016,2,1000376,193
2016,2,1000375,113
2016,2,1000374,42
2016,2,1000373,67
2016,2,1000372,222
2016,2,1000371,118
2016,2,1000370,348
2016,2,1000369,126
2016,2,1000367,328
2016,2,1000366,217
2016,2,1000365,275
2016,2,1000364,261
2016,2,1000363,426
2016,2,1000362,594
2016,2,1000360,471
2016,2,1000359,21
2016,2,1000358,888
2016,2,1000357,187
2016,2,1000356,203
2016,2,1000355,162
2016,2,1000354,65
2016,2,1000353,593
2016,2,1000352,309
2016,2,1000351,91
2016,2,1000350,39
2016,2,1000349,335
2016,2,1000348,286
2016,2,1000347,87
2016,2,1000346,624
2016,2,1000345,178
2016,2,1000344,86
2016,2,1000343,10
2016,2,1000342,591
2016,2,1000341,91
2016,2,1000339,303
2016,2,1000338,519
2016,2,1000337,687
2016,2,1000336,202
2016,2,1000335,80
2016,2,1000334,16
2016,2,1000333,401
2016,2,1000332,7
2016,2,1000331,355
2016,2,1000329,83
2016,2,1000328,131
2016,2,1000327,730
2016,2,1000326,165
2016,2,1000325,267
2016,2,1000324,389
2016,2,1000323,5
2016,2,1000322,118
2016,2,1000321,357
2016,2,1000320,27
2016,2,1000319,740
2016,2,1000318,892
2016,2,1000317,31
2016,2,1000315,255
2016,2,1000314,161
2016,2,1000313,440
2016,2,1000312,180
2016,2,1000311,476
2016,2,1000310,56
2016,2,1000309,84
2016,2,1000308,139
2016,2,1000307,49
2016,2,1000306,25
2016,2,1000305,98
2016,2,1000304,118
2016,2,1000303,270
2016,2,1000302,143
2016,2,1000301,385
2016,2,1000300,81
2016,2,1000299,194
2016,2,1000298,232
2016,2,1000296,934
2016,2,1000295,442
2016,2,1000294,2404
2016,2,1000293,27
2016,2,1000292,190
2016,2,1000291,3203
2016,2,1000290,143
2016,2,1000289,3096
2016,2,1000288,601
2016,2,1000287,1138
2016,2,1000286,44
2016,2,1000285,596
2016,2,1000284,624
2016,2,1000283,158
2016,2,1000282,49
2016,2,1000281,87
2016,2,1000280,686
2016,2,1000279,116
2016,2,1000278,225
2016,2,1000277,949
2016,2,1000276,745
2016,2,1000274,780
2016,2,1000273,296
2016,2,1000270,301
2016,2,1000269,62
2016,2,1000268,545
2016,2,1000267,236
2016,2,1000266,45
2016,2,1000265,163
2016,2,1000264,61
2016,2,1000263,97
2016,2,1000261,10
2016,2,1000260,777
2016,2,1000259,441
2016,2,1000258,567
2016,2,1000257,280
2016,2,1000256,454
2016,2,1000255,274
2016,2,1000254,107
2016,2,1000253,62
2016,2,1000252,587
2016,2,1000251,397
2016,2,1000250,389
2016,2,1000249,94
2016,2,1000248,302
2016,2,1000247,225
2016,2,1000246,434
2016,2,1000245,540
2016,2,1000244,117
2016,2,1000243,71
2016,2,1000242,377
2016,2,1000241,33
2016,2,1000240,9
2016,2,1000239,77
2016,2,1000238,107
2016,2,1000237,200
2016,2,1000236,1134
2016,2,1000235,225
2016,2,1000234,62
2016,2,1000233,1169
2016,2,1000232,97
2016,2,1000231,162
2016,2,1000230,171
2016,2,1000229,300
2016,2,1000228,31
2016,2,1000227,93
2016,2,1000226,637
2016,2,1000225,47
2016,2,1000224,108
2016,2,1000223,232
2016,2,1000222,451
2016,2,1000221,236
2016,2,1000220,6
2016,2,1000219,16
2016,2,1000218,105
2016,2,1000217,397
2016,2,1000216,327
2016,2,1000215,75
2016,2,1000214,648
2016,2,1000213,338
2016,2,1000212,2018
2016,2,1000211,163
2016,2,1000210,2136
2016,2,1000209,837
2016,2,1000208,1419
2016,2,1000207,192
2016,2,1000206,212
2016,2,1000205,681
2016,2,1000204,106
2016,2,1000203,319
2016,2,1000202,818
2016,2,1000201,2892
2016,2,1000200,162
2016,2,1000199,413
2016,2,1000198,576
2016,2,1000197,387
2016,2,1000196,1040
2016,2,1000195,188
2016,2,1000194,241
2016,2,1000193,965
2016,2,1000192,164
2016,2,1000191,12
2016,2,1000190,265
2016,2,1000189,656
2016,2,1000188,246
2016,2,1000187,145
2016,2,1000186,81
2016,2,1000185,117
2016,2,1000184,280
2016,2,1000183,371
2016,2,1000182,1120
2016,2,1000181,190
2016,2,1000180,512
2016,2,1000179,59
2016,2,1000178,14
2016,2,1000177,871
2016,2,1000176,157
2016,2,1000175,349
2016,2,1000174,112
2016,2,1000173,15
2016,2,1000172,5
2016,2,1000171,7
2016,2,1000170,171
2016,2,1000168,267
2016,2,1000167,437
2016,2,1000166,311
2016,2,1000165,1067
2016,2,1000164,91
2016,2,1000162,19
2016,2,1000161,549
2016,2,1000160,312
2016,2,1000159,355
2016,2,1000158,1325
2016,2,1000157,830
2016,2,1000156,141
2016,2,1000155,2677
2016,2,1000154,717
2016,2,1000153,411
2016,2,1000152,270
2016,2,1000151,495
2016,2,1000150,235
2016,2,1000149,304
2016,2,1000148,189
2016,2,1000147,270
2016,2,1000146,811
2016,2,1000145,100
2016,2,1000144,102
2016,2,1000143,8
2016,2,1000142,177
2016,2,1000141,249
2016,2,1000140,246
2016,2,1000139,936
2016,2,1000138,345
2016,2,1000137,334
2016,2,1000136,62
2016,2,1000135,233
2016,2,1000134,542
2016,2,1000133,541
2016,2,1000132,1717
2016,2,1000131,97
2016,2,1000130,271
2016,2,1000129,37
2016,2,1000128,67
2016,2,1000127,958
2016,2,1000126,65
2016,2,1000124,1805
2016,2,1000123,44
2016,2,1000122,96
2016,2,1000121,1913
2016,2,1000120,1293
2016,2,1000119,108
2016,2,1000118,4178
2016,2,1000117,163
2016,2,1000116,2536
2016,2,1000115,2220
2016,2,1000114,3980
2016,2,1000113,3339
2016,2,1000112,1037
2016,2,1000111,272
2016,2,1000110,3034
2016,2,1000109,378
2016,2,1000108,2216
2016,2,1000107,612
2016,2,1000106,230
2016,2,1000105,1331
2016,2,1000104,1736
2016,2,1000103,181
2016,2,1000102,31
2016,2,1000101,3
2016,2,1000100,165
2016,2,1000099,367
2016,2,1000098,113
2016,2,1000097,22
2016,2,1000096,198
2016,2,1000095,782
2016,2,1000094,145
2016,2,1000093,99
2016,2,1000091,411
2016,2,1000090,393
2016,2,1000089,38
2016,2,1000088,14987
2016,2,1000087,189
2016,2,1000086,54
2016,2,1000085,56
2016,2,1000084,687
2016,2,1000082,585
2016,2,1000081,624
2016,2,1000080,1177
2016,2,1000079,4653
2016,2,1000078,1889
2016,2,1000077,4222
2016,2,1000076,1310
2016,2,1000075,218
2016,2,1000074,119
2016,2,1000073,820
2016,2,1000072,77
2016,2,1000071,2167
2016,2,1000070,530
2016,2,1000069,213
2016,2,1000068,941
2016,2,1000067,750
2016,2,1000066,2387
2016,2,1000065,961
2016,2,1000064,168
2016,2,1000063,1640
2016,2,1000062,56
2016,2,1000061,196
2016,2,1000060,128
2016,2,1000059,448
2016,2,1000058,307
2016,2,1000057,1079
2016,2,1000056,2562
2016,2,1000055,325
2016,2,1000054,47
2016,2,1000053,54
2016,2,1000052,291
2016,2,1000051,2105
2016,2,1000050,294
2016,2,1000049,473
2016,2,1000048,2543
2016,2,1000047,1022
2016,2,1000046,1953
2016,2,1000045,2885
2016,2,1000044,975
2016,2,1000043,203
2016,2,1000042,1677
2016,2,1000041,3984
2016,2,1000040,959
2016,2,1000039,36879
2016,2,1000037,981
2016,2,1000036,4133
2016,2,1000035,20
2016,2,1000034,1446
2016,2,1000033,1166
2016,2,1000032,1480
2016,2,1000031,53
2016,2,1000030,384
2016,2,1000029,219
2016,2,1000028,1884
2016,2,1000027,5
2016,2,1000026,157
2016,2,1000025,241
2016,2,1000024,246
2016,2,1000023,6
2016,2,1000022,52
2016,2,1000021,1426
2016,2,1000020,155
2016,2,1000019,628
2016,2,1000016,495
2016,2,1000015,1863
2016,2,1000014,11
2016,2,1000013,2334
2016,2,1000012,490
2016,2,1000011,19
2016,2,1000010,132
2016,2,1000009,436
2016,2,1000008,1569
2016,2,1000007,50
2016,2,1000006,19
2016,2,1000005,119
2016,2,1000004,16
2016,2,1000003,1074
2016,2,1000001,844
2016,1,1001496,20413
2016,1,1001495,26362
2016,1,1001494,30380
2016,1,1001493,13572
2016,1,1001492,168354
2016,1,1001491,5551
2016,1,1001490,564
2016,1,1001489,147
2016,1,1001488,7
2016,1,1001487,18
2016,1,1001483,710
2016,1,1001482,396
2016,1,1001481,400
2016,1,1001480,311
2016,1,1001479,175
2016,1,1001478,656
2016,1,1001477,240
2016,1,1001476,14
2016,1,1001475,34
2016,1,1001474,502
2016,1,1001471,3159
2016,1,1001466,413
2016,1,1001464,57
2016,1,1001463,18
2016,1,1001462,246
2016,1,1001460,341
2016,1,1001459,341
2016,1,1001458,232
2016,1,1001456,15
2016,1,1001454,45
2016,1,1001453,18
2016,1,1001452,153
2016,1,1001450,496
2016,1,1001449,1905
2016,1,1001448,174
2016,1,1001447,328
2016,1,1001445,87
2016,1,1001441,111
2016,1,1001439,26
2016,1,1001438,15
2016,1,1001437,37
2016,1,1001433,2
2016,1,1001431,137
2016,1,1001430,4051
2016,1,1001429,43
2016,1,1001427,59
2016,1,1001424,312
2016,1,1001423,140
2016,1,1001421,7
2016,1,1001419,16
2016,1,1001418,5
2016,1,1001417,46
2016,1,1001415,137
2016,1,1001414,485
2016,1,1001413,28
2016,1,1001411,174
2016,1,1001409,2
2016,1,1001407,728
2016,1,1001406,248
2016,1,1001405,8
2016,1,1001402,266
2016,1,1001401,13
2016,1,1001400,55
2016,1,1001399,190
2016,1,1001398,104
2016,1,1001397,49
2016,1,1001396,250
2016,1,1001395,700
2016,1,1001394,198
2016,1,1001393,492
2016,1,1001391,17
2016,1,1001390,33
2016,1,1001386,123
2016,1,1001385,21
2016,1,1001374,299
2016,1,1001367,27
2016,1,1001364,131
2016,1,1001363,58
2016,1,1001361,26
2016,1,1001359,130
2016,1,1001358,13
2016,1,1001357,73
2016,1,1001356,130
2016,1,1001355,60
2016,1,1001354,148
2016,1,1001353,451
2016,1,1001352,88
2016,1,1001351,105
2016,1,1001349,84
2016,1,1001347,52
2016,1,1001343,178
2016,1,1001340,35
2016,1,1001339,8
2016,1,1001338,77
2016,1,1001336,222
2016,1,1001335,266
2016,1,1001334,4
2016,1,1001333,23
2016,1,1001332,257
2016,1,1001330,53
2016,1,1001329,83
2016,1,1001326,120
2016,1,1001323,24
2016,1,1001321,99
2016,1,1001319,6
2016,1,1001317,15
2016,1,1001316,1359
2016,1,1001313,196
2016,1,1001310,99
2016,1,1001309,75
2016,1,1001308,26
2016,1,1001307,292
2016,1,1001304,93
2016,1,1001301,140
2016,1,1001299,114
2016,1,1001298,277
2016,1,1001297,31
2016,1,1001296,22
2016,1,1001295,219
2016,1,1001294,1569
2016,1,1001289,25
2016,1,1001286,39
2016,1,1001285,2374
2016,1,1001284,227
2016,1,1001283,445
2016,1,1001282,1580
2016,1,1001281,2653
2016,1,1001280,454
2016,1,1001278,163
2016,1,1001277,1815
2016,1,1001275,1202
2016,1,1001274,2420
2016,1,1001273,7064
2016,1,1001271,924
2016,1,1001270,225
2016,1,1001268,340
2016,1,1001267,31
2016,1,1001266,240
2016,1,1001265,213
2016,1,1001263,797
2016,1,1001261,982
2016,1,1001260,2395
2016,1,1001259,58
2016,1,1001257,4168
2016,1,1001256,120
2016,1,1001255,598
2016,1,1001254,378
2016,1,1001253,76
2016,1,1001252,502
2016,1,1001251,462
2016,1,1001250,45
2016,1,1001249,71
2016,1,1001248,253
2016,1,1001247,134
2016,1,1001246,570
2016,1,1001245,4909
2016,1,1001244,351
2016,1,1001243,83
2016,1,1001242,1690
2016,1,1001241,1393
2016,1,1001240,1256
2016,1,1001239,21515
2016,1,1001238,3146
2016,1,1001236,755
2016,1,1001235,11904
2016,1,1001234,231
2016,1,1001233,3114
2016,1,1001232,1812
2016,1,1001231,4296
2016,1,1001230,21966
2016,1,1001229,662
2016,1,1001228,5333
2016,1,1001227,14751
2016,1,1001226,14106
2016,1,1001225,729
2016,1,1001224,2
2016,1,1001223,53651
2016,1,1001222,69
2016,1,1001221,552
2016,1,1001220,1054
2016,1,1001218,496
2016,1,1001217,51
2016,1,1001216,3427
2016,1,1001215,2337
2016,1,1001214,20802
2016,1,1001213,2020
2016,1,1001212,384
2016,1,1001211,428
2016,1,1001210,23527
2016,1,1001209,26181
2016,1,1001208,8769
2016,1,1001207,1266
2016,1,1001206,1999
2016,1,1001205,4141
2016,1,1001204,14260
2016,1,1001203,26062
2016,1,1001202,40444
2016,1,1001201,1100
2016,1,1001200,7518
2016,1,1001199,16829
2016,1,1001198,682
2016,1,1001197,12116
2016,1,1001196,65736
2016,1,1001195,718
2016,1,1001194,681
2016,1,1001193,2460
2016,1,1001192,3092
2016,1,1001190,2347
2016,1,1001189,3485
2016,1,1001188,204
2016,1,1001187,253
2016,1,1001186,1171
2016,1,1001185,2563
2016,1,1001184,722
2016,1,1001183,2801
2016,1,1001182,14466
2016,1,1001181,163
2016,1,1001180,207
2016,1,1001179,3431
2016,1,1001178,720
2016,1,1001175,493
2016,1,1001173,848
2016,1,1001172,139
2016,1,1001171,3907
2016,1,1001170,6742
2016,1,1001169,4350
2016,1,1001168,14337
2016,1,1001167,4255
2016,1,1001166,964
2016,1,1001165,2725
2016,1,1001164,10554
2016,1,1001163,3676
2016,1,1001162,930
2016,1,1001161,781
2016,1,1001160,867
2016,1,1001159,973
2016,1,1001158,5049
2016,1,1001156,1552
2016,1,1001155,2249
2016,1,1001153,1109
2016,1,1001152,2212
2016,1,1001151,2497
2016,1,1001150,703
2016,1,1001149,610
2016,1,1001147,494
2016,1,1001146,101
2016,1,1001145,8205
2016,1,1001144,40118
2016,1,1001143,311
2016,1,1001142,5670
2016,1,1001141,14341
2016,1,1001140,10450
2016,1,1001139,3674
2016,1,1001138,7548
2016,1,1001137,47
2016,1,1001136,211
2016,1,1001135,21175
2016,1,1001134,47922
2016,1,1001133,1274
2016,1,1001132,1975
2016,1,1001131,1365
2016,1,1001130,245
2016,1,1001129,1026
2016,1,1001127,52600
2016,1,1001125,2822
2016,1,1001124,349
2016,1,1001123,4027
2016,1,1001122,2428
2016,1,1001121,851
2016,1,1001120,9818
2016,1,1001119,1076
2016,1,1001118,66
2016,1,1001117,7283
2016,1,1001115,3940
2016,1,1001114,2553
2016,1,1001113,36
2016,1,1001112,8474
2016,1,1001111,2950
2016,1,1001110,5964
2016,1,1001109,8114
2016,1,1001108,843
2016,1,1001107,5729
2016,1,1001106,5870
2016,1,1001105,3620
2016,1,1001104,8416
2016,1,1001103,20413
2016,1,1001102,5642
2016,1,1001101,6466
2016,1,1001100,1534
2016,1,1001099,7212
2016,1,1001098,51969
2016,1,1001097,3297
2016,1,1001096,3669
2016,1,1001095,7962
2016,1,1001094,1602
2016,1,1001093,5911
2016,1,1001092,2974
2016,1,1001091,17660
2016,1,1001090,2635
2016,1,1001089,2956
2016,1,1001088,28464
2016,1,1001087,7162
2016,1,1001086,15243
2016,1,1001085,33448
2016,1,1001084,19188
2016,1,1001082,20279
2016,1,1001081,27201
2016,1,1001080,43
2016,1,1001078,6537
2016,1,1001077,57431
2016,1,1001076,160
2016,1,1001075,3939
2016,1,1001074,7164
2016,1,1001073,25489
2016,1,1001072,312
2016,1,1001071,1236
2016,1,1001070,82
2016,1,1001067,1444
2016,1,1001066,38860
2016,1,1001063,4898
2016,1,1001062,136304
2016,1,1001061,111
2016,1,1001060,15738
2016,1,1001059,4466
2016,1,1001058,1760
2016,1,1001057,3563
2016,1,1001056,5278
2016,1,1001055,11731
2016,1,1001054,1371
2016,1,1001052,23374
2016,1,1001051,14487
2016,1,1001050,13110
2016,1,1001049,162
2016,1,1001048,10129
2016,1,1001047,9886
2016,1,1001046,813
2016,1,1001045,222
2016,1,1001044,3312
2016,1,1001043,850
2016,1,1001042,1707
2016,1,1001041,18371
2016,1,1001039,11583
2016,1,1001038,64770
2016,1,1001037,128
2016,1,1001035,338
2016,1,1001034,3749
2016,1,1001033,740
2016,1,1001032,29
2016,1,1001031,1951
2016,1,1001030,8441
2016,1,1001029,950
2016,1,1001028,40
2016,1,1001027,31398
2016,1,1001026,1947
2016,1,1001025,1896
2016,1,1001024,3870
2016,1,1001023,61769
2016,1,1001022,390
2016,1,1001021,24498
2016,1,1001020,3954
2016,1,1001019,5643
2016,1,1001018,7827
2016,1,1001016,81
2016,1,1001015,2987
2016,1,1001013,202
2016,1,1001012,4112
2016,1,1001011,931
2016,1,1001010,45
2016,1,1001009,561
2016,1,1001008,594
2016,1,1001007,886
2016,1,1001006,19
2016,1,1001005,847
2016,1,1001004,407
2016,1,1001003,1107
2016,1,1001002,413
2016,1,1001001,616
2016,1,1001000,1139
2016,1,1000999,444
2016,1,1000998,42
2016,1,1000997,5
2016,1,1000995,8
2016,1,1000994,408
2016,1,1000993,5859
2016,1,1000992,1370
2016,1,1000991,624
2016,1,1000990,1082
2016,1,1000989,311
2016,1,1000988,566
2016,1,1000987,220
2016,1,1000986,1324
2016,1,1000985,383
2016,1,1000984,1545
2016,1,1000983,981
2016,1,1000982,54
2016,1,1000981,456
2016,1,1000980,711
2016,1,1000979,227
2016,1,1000978,418
2016,1,1000977,127
2016,1,1000976,121
2016,1,1000975,11
2016,1,1000974,90
2016,1,1000973,338
2016,1,1000972,609
2016,1,1000971,67
2016,1,1000969,10
2016,1,1000968,184
2016,1,1000967,846
2016,1,1000966,874
2016,1,1000965,1381
2016,1,1000964,1712
2016,1,1000963,2155
2016,1,1000962,835
2016,1,1000961,1168
2016,1,1000960,1423
2016,1,1000959,6032
2016,1,1000958,1662
2016,1,1000957,1914
2016,1,1000956,789
2016,1,1000955,1305
2016,1,1000954,1777
2016,1,1000953,3143
2016,1,1000952,1619
2016,1,1000951,468
2016,1,1000950,116
2016,1,1000949,1416
2016,1,1000948,1648
2016,1,1000947,862
2016,1,1000946,1063
2016,1,1000945,334
2016,1,1000944,1098
2016,1,1000943,191
2016,1,1000942,132
2016,1,1000941,168
2016,1,1000940,411
2016,1,1000939,2957
2016,1,1000938,1856
2016,1,1000937,948
2016,1,1000936,7102
2016,1,1000935,665
2016,1,1000934,468
2016,1,1000933,242
2016,1,1000932,3256
2016,1,1000931,758
2016,1,1000930,8439
2016,1,1000929,2630
2016,1,1000928,395
2016,1,1000927,1832
2016,1,1000926,150
2016,1,1000925,1004
2016,1,1000924,1710
2016,1,1000923,2547
2016,1,1000922,273
2016,1,1000921,628
2016,1,1000920,152
2016,1,1000919,877
2016,1,1000918,907
2016,1,1000917,246
2016,1,1000916,231
2016,1,1000915,590
2016,1,1000914,1048
2016,1,1000913,148
2016,1,1000912,295
2016,1,1000911,2731
2016,1,1000910,4613
2016,1,1000909,2684
2016,1,1000908,170
2016,1,1000907,2971
2016,1,1000906,1455
2016,1,1000905,1708
2016,1,1000904,3274
2016,1,1000903,795
2016,1,1000902,9719
2016,1,1000901,12742
2016,1,1000900,6849
2016,1,1000898,2146
2016,1,1000897,109
2016,1,1000896,2983
2016,1,1000895,2469
2016,1,1000894,2763
2016,1,1000893,182
2016,1,1000891,300
2016,1,1000890,4197
2016,1,1000889,2694
2016,1,1000888,4530
2016,1,1000887,1187
2016,1,1000886,564
2016,1,1000885,5867
2016,1,1000884,2152
2016,1,1000883,197
2016,1,1000882,52
2016,1,1000881,1502
2016,1,1000880,690
2016,1,1000879,2013
2016,1,1000878,371
2016,1,1000877,1400
2016,1,1000876,1858
2016,1,1000875,444
2016,1,1000874,287
2016,1,1000873,468
2016,1,1000872,601
2016,1,1000871,3555
2016,1,1000870,565
2016,1,1000869,1102
2016,1,1000868,198
2016,1,1000867,18
2016,1,1000866,1223
2016,1,1000865,1594
2016,1,1000864,168
2016,1,1000863,2287
2016,1,1000862,71
2016,1,1000861,667
2016,1,1000860,2184
2016,1,1000859,3799
2016,1,1000858,1650
2016,1,1000857,1380
2016,1,1000856,2297
2016,1,1000855,51
2016,1,1000854,1396
2016,1,1000853,724
2016,1,1000852,3483
2016,1,1000851,609
2016,1,1000850,11713
2016,1,1000849,8052
2016,1,1000848,1506
2016,1,1000847,6843
2016,1,1000846,3189
2016,1,1000845,954
2016,1,1000844,6012
2016,1,1000843,24
2016,1,1000842,292
2016,1,1000840,418
2016,1,1000839,626
2016,1,1000838,46
2016,1,1000837,19
2016,1,1000836,84
2016,1,1000835,70
2016,1,1000834,170
2016,1,1000833,33
2016,1,1000832,301
