year,quarter,district,s_worker
2018,2,1001415,47
2018,2,1001414,563
2018,2,1001413,46
2018,2,1001411,217
2018,2,1001409,2
2018,2,1001407,799
2018,2,1001406,181
2018,2,1001405,6
2018,2,1001402,229
2018,2,1001401,13
2018,2,1001400,68
2018,2,1001399,208
2018,2,1001398,123
2018,2,1001397,56
2018,2,1001396,211
2018,2,1001395,768
2018,2,1001394,228
2018,2,1001393,461
2018,2,1001391,16
2018,2,1001390,60
2018,2,1001386,121
2018,2,1001385,25
2018,2,1001374,411
2018,2,1001367,42
2018,2,1001364,160
2018,2,1001363,71
2018,2,1001361,28
2018,2,1001359,141
2018,2,1001358,12
2018,2,1001357,67
2018,2,1001356,127
2018,2,1001355,65
2018,2,1001354,157
2018,2,1001353,411
2018,2,1001352,84
2018,2,1001351,109
2018,2,1001349,77
2018,2,1001347,78
2018,2,1001343,190
2018,2,1001340,37
2018,2,1001339,2
2018,2,1001338,52
2018,2,1001336,218
2018,2,1001335,290
2018,2,1001334,3
2018,2,1001333,22
2018,2,1001332,245
2018,2,1001330,72
2018,2,1001329,105
2018,2,1001326,114
2018,2,1001323,31
2018,2,1001321,98
2018,2,1001319,10
2018,2,1001317,21
2018,2,1001316,1319
2018,2,1001313,227
2018,2,1001310,132
2018,2,1001309,91
2018,2,1001308,18
2018,2,1001307,275
2018,2,1001304,97
2018,2,1001301,130
2018,2,1001299,174
2018,2,1001298,312
2018,2,1001297,35
2018,2,1001296,29
2018,2,1001295,257
2018,2,1001294,1516
2018,2,1001289,41
2018,2,1001286,48
2018,2,1001285,2365
2018,2,1001284,278
2018,2,1001283,463
2018,2,1001282,1786
2018,2,1001281,3360
2018,2,1001280,570
2018,2,1001278,200
2018,2,1001277,1879
2018,2,1001275,1084
2018,2,1001274,2437
2018,2,1001273,7146
2018,2,1001271,903
2018,2,1001270,223
2018,2,1001268,297
2018,2,1001267,39
2018,2,1001266,320
2018,2,1001265,204
2018,2,1001263,775
2018,2,1001261,1068
2018,2,1001260,2477
2018,2,1001259,64
2018,2,1001257,4370
2018,2,1001256,43
2018,2,1001255,676
2018,2,1001254,451
2018,2,1001253,74
2018,2,1001252,507
2018,2,1001251,542
2018,2,1001250,54
2018,2,1001249,69
2018,2,1001248,284
2018,2,1001247,121
2018,2,1001246,621
2018,2,1001245,5286
2018,2,1001244,370
2018,2,1001243,112
2018,2,1001242,1727
2018,2,1001241,1513
2018,2,1001240,1225
2018,2,1001239,17010
2018,2,1001238,3509
2018,2,1001236,706
2018,2,1001235,11483
2018,2,1001234,207
2018,2,1001233,3411
2018,2,1001232,1922
2018,2,1001231,4377
2018,2,1001230,21052
2018,2,1001229,635
2018,2,1001228,4960
2018,2,1001227,18495
2018,2,1001226,17391
2018,2,1001225,738
2018,2,1001224,2
2018,2,1001223,54371
2018,2,1001222,68
2018,2,1001221,503
2018,2,1001220,1106
2018,2,1001218,500
2018,2,1001217,50
2018,2,1001216,4034
2018,2,1001215,2103
2018,2,1001214,20751
2018,2,1001213,2712
2018,2,1001212,348
2018,2,1001211,437
2018,2,1001210,21859
2018,2,1001209,23497
2018,2,1001208,7863
2018,2,1001207,1354
2018,2,1001206,1449
2018,2,1001205,2248
2018,2,1001204,18018
2018,2,1001203,9026
2018,2,1001202,40463
2018,2,1001201,1057
2018,2,1001200,10548
2018,2,1001199,14898
2018,2,1001198,616
2018,2,1001197,5325
2018,2,1001196,54859
2018,2,1001195,668
2018,2,1001194,874
2018,2,1001193,2508
2018,2,1001192,3239
2018,2,1001190,2303
2018,2,1001189,3988
2018,2,1001188,187
2018,2,1001187,266
2018,2,1001186,1395
2018,2,1001185,3278
2018,2,1001184,342
2018,2,1001183,3328
2018,2,1001182,16818
2018,2,1001181,227
2018,2,1001180,221
2018,2,1001179,3558
2018,2,1001178,871
2018,2,1001175,450
2018,2,1001173,869
2018,2,1001172,88
2018,2,1001171,4328
2018,2,1001170,7954
2018,2,1001169,2707
2018,2,1001168,12311
2018,2,1001167,4905
2018,2,1001166,1002
2018,2,1001165,2990
2018,2,1001164,13134
2018,2,1001163,4128
2018,2,1001162,916
2018,2,1001161,735
2018,2,1001160,906
2018,2,1001159,997
2018,2,1001158,4707
2018,2,1001156,1286
2018,2,1001155,2575
2018,2,1001153,1148
2018,2,1001152,1799
2018,2,1001151,2469
2018,2,1001150,661
2018,2,1001149,574
2018,2,1001147,479
2018,2,1001146,33
2018,2,1001145,13047
2018,2,1001144,38083
2018,2,1001143,505
2018,2,1001142,5707
2018,2,1001141,16443
2018,2,1001140,10265
2018,2,1001139,3733
2018,2,1001138,9087
2018,2,1001137,71
2018,2,1001136,198
2018,2,1001135,22466
2018,2,1001134,49729
2018,2,1001133,1143
2018,2,1001132,2109
2018,2,1001131,1317
2018,2,1001130,194
2018,2,1001129,1189
2018,2,1001127,51327
2018,2,1001125,2997
2018,2,1001124,334
2018,2,1001123,4479
2018,2,1001122,2395
2018,2,1001121,906
2018,2,1001120,10355
2018,2,1001119,1259
2018,2,1001118,74
2018,2,1001117,7930
2018,2,1001115,4663
2018,2,1001114,2430
2018,2,1001113,19
2018,2,1001112,9665
2018,2,1001111,3642
2018,2,1001110,5868
2018,2,1001109,6478
2018,2,1001108,1572
2018,2,1001107,5157
2018,2,1001106,6033
2018,2,1001105,3829
2018,2,1001104,10170
2018,2,1001103,22562
2018,2,1001102,5305
2018,2,1001101,6911
2018,2,1001100,1533
2018,2,1001099,7881
2018,2,1001098,43841
2018,2,1001097,3871
2018,2,1001096,3373
2018,2,1001095,10089
2018,2,1001094,1924
2018,2,1001093,5931
2018,2,1001092,3585
2018,2,1001091,18975
2018,2,1001090,2478
2018,2,1001089,3329
2018,2,1001088,35413
2018,2,1001087,7288
2018,2,1001086,16485
2018,2,1001085,33758
2018,2,1001084,19964
2018,2,1001082,20789
2018,2,1001081,27706
2018,2,1001080,37
2018,2,1001078,5638
2018,2,1001077,55373
2018,2,1001076,153
2018,2,1001075,4513
2018,2,1001074,7571
2018,2,1001073,24525
2018,2,1001072,241
2018,2,1001071,1139
2018,2,1001070,105
2018,2,1001067,1589
2018,2,1001066,41280
2018,2,1001063,5151
2018,2,1001062,135689
2018,2,1001061,108
2018,2,1001060,17284
2018,2,1001059,4422
2018,2,1001058,1540
2018,2,1001057,3363
2018,2,1001056,5029
2018,2,1001055,11841
2018,2,1001054,1508
2018,2,1001052,29870
2018,2,1001051,14421
2018,2,1001050,13316
2018,2,1001049,145
2018,2,1001048,7961
2018,2,1001047,11051
2018,2,1001046,1027
2018,2,1001045,262
2018,2,1001044,3614
2018,2,1001043,752
2018,2,1001042,1491
2018,2,1001041,16052
2018,2,1001039,10724
2018,2,1001038,66367
2018,2,1001037,133
2018,2,1001035,612
2018,2,1001034,3380
2018,2,1001033,540
2018,2,1001032,34
2018,2,1001031,1979
2018,2,1001030,11338
2018,2,1001029,923
2018,2,1001028,41
2018,2,1001027,45037
2018,2,1001026,2524
2018,2,1001025,1936
2018,2,1001024,3503
2018,2,1001023,59807
2018,2,1001022,494
2018,2,1001021,28461
2018,2,1001020,4695
2018,2,1001019,5851
2018,2,1001018,8599
2018,2,1001016,112
2018,2,1001015,3020
2018,2,1001013,148
2018,2,1001012,4525
2018,2,1001011,957
2018,2,1001010,40
2018,2,1001009,476
2018,2,1001008,703
2018,2,1001007,1366
2018,2,1001006,22
2018,2,1001005,890
2018,2,1001004,257
2018,2,1001003,1306
2018,2,1001002,425
2018,2,1001001,564
2018,2,1001000,1602
2018,2,1000999,579
2018,2,1000998,41
2018,2,1000995,21
2018,2,1000994,353
2018,2,1000993,6417
2018,2,1000992,1304
2018,2,1000991,604
2018,2,1000990,1119
2018,2,1000989,358
2018,2,1000988,581
2018,2,1000987,213
2018,2,1000986,1389
2018,2,1000985,395
2018,2,1000984,1338
2018,2,1000983,1078
2018,2,1000982,41
2018,2,1000981,566
2018,2,1000980,788
2018,2,1000979,204
2018,2,1000978,407
2018,2,1000977,104
2018,2,1000976,116
2018,2,1000975,10
2018,2,1000974,81
2018,2,1000973,347
2018,2,1000972,583
2018,2,1000971,40
2018,2,1000969,14
2018,2,1000968,181
2018,2,1000967,887
2018,2,1000966,787
2018,2,1000965,1431
2018,2,1000964,1297
2018,2,1000963,2163
2018,2,1000962,621
2018,2,1000961,1434
2018,2,1000960,1458
2018,2,1000959,7052
2018,2,1000958,1629
2018,2,1000957,1947
2018,2,1000956,732
2018,2,1000955,1442
2018,2,1000954,1633
2018,2,1000953,1512
2018,2,1000952,1619
2018,2,1000951,504
2018,2,1000950,124
2018,2,1000949,1696
2018,2,1000948,1516
2018,2,1000947,1104
2018,2,1000946,1121
2018,2,1000945,347
2018,2,1000944,1205
2018,2,1000943,205
2018,2,1000942,157
2018,2,1000941,155
2018,2,1000940,527
2018,2,1000939,2922
2018,2,1000938,1698
2018,2,1000937,893
2018,2,1000936,6922
2018,2,1000935,524
2018,2,1000934,489
2018,2,1000933,234
2018,2,1000932,3214
2018,2,1000931,628
2018,2,1000930,9998
2018,2,1000929,2822
2018,2,1000928,348
2018,2,1000927,1923
2018,2,1000926,270
2018,2,1000925,1089
2018,2,1000924,1565
2018,2,1000923,2635
2018,2,1000922,357
2018,2,1000921,522
2018,2,1000920,245
2018,2,1000919,846
2018,2,1000918,874
2018,2,1000917,256
2018,2,1000916,204
2018,2,1000915,1141
2018,2,1000914,1058
2018,2,1000913,138
2018,2,1000912,329
2018,2,1000911,2258
2018,2,1000910,4192
2018,2,1000909,2731
2018,2,1000908,163
2018,2,1000907,3304
2018,2,1000906,1448
2018,2,1000905,1632
2018,2,1000904,4197
2018,2,1000903,783
2018,2,1000902,3203
2018,2,1000901,10510
2018,2,1000900,7670
2018,2,1000898,2712
2018,2,1000897,100
2018,2,1000896,2806
2018,2,1000895,2570
2018,2,1000894,2765
2018,2,1000893,171
2018,2,1000891,296
2018,2,1000890,4215
2018,2,1000889,2622
2018,2,1000888,4005
2018,2,1000887,1294
2018,2,1000886,588
2018,2,1000885,7653
2018,2,1000884,1297
2018,2,1000883,204
2018,2,1000882,37
2018,2,1000881,1329
2018,2,1000880,732
2018,2,1000879,2220
2018,2,1000878,333
2018,2,1000877,1480
2018,2,1000876,1642
2018,2,1000875,451
2018,2,1000874,248
2018,2,1000873,623
2018,2,1000872,652
2018,2,1000871,3904
2018,2,1000870,556
2018,2,1000869,1535
2018,2,1000868,177
2018,2,1000867,13
2018,2,1000866,1484
2018,2,1000865,1851
2018,2,1000864,126
2018,2,1000863,2371
2018,2,1000862,77
2018,2,1000861,658
2018,2,1000860,2652
2018,2,1000859,3850
2018,2,1000858,1298
2018,2,1000857,1298
2018,2,1000856,2806
2018,2,1000855,54
2018,2,1000854,966
2018,2,1000853,794
2018,2,1000852,3588
2018,2,1000851,550
2018,2,1000850,13336
2018,2,1000849,8261
2018,2,1000848,1663
2018,2,1000847,6501
2018,2,1000846,2603
2018,2,1000845,1069
2018,2,1000844,7309
2018,2,1000843,34
2018,2,1000842,297
2018,2,1000840,356
2018,2,1000839,788
2018,2,1000838,55
2018,2,1000837,21
2018,2,1000836,105
2018,2,1000835,74
2018,2,1000834,89
2018,2,1000833,10
2018,2,1000832,260
2018,2,1000831,1189
2018,2,1000830,1045
2018,2,1000829,275
2018,2,1000828,400
2018,2,1000827,83
2018,2,1000826,82
2018,2,1000825,284
2018,2,1000824,822
2018,2,1000823,25
2018,2,1000822,44
2018,2,1000820,242
2018,2,1000819,69
2018,2,1000818,60
2018,2,1000817,328
2018,2,1000816,470
2018,2,1000815,354
2018,2,1000814,571
2018,2,1000813,289
2018,2,1000812,308
2018,2,1000811,318
2018,2,1000810,155
2018,2,1000809,2
2018,2,1000808,87
2018,2,1000807,77
2018,2,1000806,75
2018,2,1000805,13
2018,2,1000804,386
2018,2,1000803,224
2018,2,1000802,270
2018,2,1000800,251
2018,2,1000799,173
2018,2,1000798,1264
2018,2,1000797,31
2018,2,1000796,200
2018,2,1000795,93
2018,2,1000794,177
2018,2,1000793,426
2018,2,1000792,117
2018,2,1000791,25
2018,2,1000790,141
2018,2,1000789,26
2018,2,1000788,698
2018,2,1000787,572
2018,2,1000786,88
2018,2,1000785,19
2018,2,1000784,150
2018,2,1000783,187
2018,2,1000782,151
2018,2,1000781,464
2018,2,1000780,223
2018,2,1000779,171
2018,2,1000778,149
2018,2,1000777,46
2018,2,1000776,8
2018,2,1000774,465
2018,2,1000773,18249
2018,2,1000772,306
2018,2,1000771,129
2018,2,1000770,248
2018,2,1000769,135
2018,2,1000768,99
2018,2,1000767,3
2018,2,1000766,343
2018,2,1000765,247
2018,2,1000763,42
2018,2,1000762,66
2018,2,1000761,185
2018,2,1000760,46
2018,2,1000759,46
2018,2,1000758,1920
2018,2,1000757,359
2018,2,1000756,121
2018,2,1000755,298
2018,2,1000754,113
2018,2,1000753,26
2018,2,1000752,260
2018,2,1000751,141
2018,2,1000750,16
2018,2,1000749,194
2018,2,1000748,135
2018,2,1000747,772
2018,2,1000746,95
2018,2,1000745,347
2018,2,1000744,670
2018,2,1000743,1829
2018,2,1000742,945
2018,2,1000741,106
2018,2,1000740,38
2018,2,1000739,1402
2018,2,1000738,462
2018,2,1000737,125
2018,2,1000736,100
2018,2,1000735,48
2018,2,1000734,50
2018,2,1000733,9
2018,2,1000732,344
2018,2,1000731,378
2018,2,1000730,55
2018,2,1000729,7
2018,2,1000728,89
2018,2,1000727,301
2018,2,1000724,957
2018,2,1000723,7
2018,2,1000722,876
2018,2,1000721,624
2018,2,1000720,29
2018,2,1000719,4563
2018,2,1000718,497
2018,2,1000717,376
2018,2,1000716,99
2018,2,1000715,129
2018,2,1000714,52
2018,2,1000713,389
2018,2,1000712,2563
2018,2,1000711,365
2018,2,1000710,2479
2018,2,1000709,46
2018,2,1000708,10
2018,2,1000707,215
2018,2,1000706,189
2018,2,1000705,64
2018,2,1000704,81
2018,2,1000703,85
2018,2,1000702,88
2018,2,1000701,30
2018,2,1000700,1783
2018,2,1000699,27
2018,2,1000698,1910
2018,2,1000697,10
2018,2,1000696,29
2018,2,1000695,192
2018,2,1000694,1055
2018,2,1000693,1809
2018,2,1000692,377
2018,2,1000691,4383
2018,2,1000690,164
2018,2,1000689,4244
2018,2,1000688,4394
2018,2,1000687,1741
2018,2,1000686,314
2018,2,1000685,1576
2018,2,1000684,709
2018,2,1000683,204
2018,2,1000682,689
2018,2,1000681,185
2018,2,1000680,960
2018,2,1000679,2949
2018,2,1000678,443
2018,2,1000677,409
2018,2,1000676,511
2018,2,1000675,640
2018,2,1000674,537
2018,2,1000673,653
2018,2,1000672,18
2018,2,1000671,470
2018,2,1000670,1863
2018,2,1000669,136
2018,2,1000668,1073
2018,2,1000667,166
2018,2,1000666,99
2018,2,1000665,223
2018,2,1000664,2
2018,2,1000663,115
2018,2,1000662,91
2018,2,1000661,54
2018,2,1000660,731
2018,2,1000659,14
2018,2,1000658,206
2018,2,1000657,73
2018,2,1000656,26
2018,2,1000655,583
2018,2,1000654,2320
2018,2,1000653,1572
2018,2,1000652,96
2018,2,1000651,41
2018,2,1000650,224
2018,2,1000649,828
2018,2,1000648,443
2018,2,1000647,779
2018,2,1000646,181
2018,2,1000645,25
2018,2,1000644,1053
2018,2,1000643,7192
2018,2,1000642,389
2018,2,1000641,131
2018,2,1000640,108
2018,2,1000639,285
2018,2,1000638,199
2018,2,1000637,197
2018,2,1000636,803
2018,2,1000635,602
2018,2,1000634,3213
2018,2,1000633,10
2018,2,1000632,152
2018,2,1000631,171
2018,2,1000630,26
2018,2,1000629,433
2018,2,1000628,36
2018,2,1000627,169
2018,2,1000626,31
2018,2,1000625,288
2018,2,1000624,218
2018,2,1000623,206
2018,2,1000622,243
2018,2,1000621,217
2018,2,1000620,919
2018,2,1000619,289
2018,2,1000618,58
2018,2,1000617,143
2018,2,1000616,225
2018,2,1000615,480
2018,2,1000614,868
2018,2,1000613,119
2018,2,1000612,52
2018,2,1000611,194
2018,2,1000610,862
2018,2,1000609,61
2018,2,1000608,1601
2018,2,1000607,480
2018,2,1000606,757
2018,2,1000605,1208
2018,2,1000604,535
2018,2,1000603,258
2018,2,1000602,761
2018,2,1000601,184
2018,2,1000600,42
2018,2,1000599,4
2018,2,1000598,311
2018,2,1000597,1260
2018,2,1000596,216
2018,2,1000595,760
2018,2,1000594,174
2018,2,1000593,385
2018,2,1000592,766
2018,2,1000591,241
2018,2,1000590,806
2018,2,1000589,854
2018,2,1000588,13
2018,2,1000587,540
2018,2,1000586,17
2018,2,1000585,70
2018,2,1000584,188
2018,2,1000583,378
2018,2,1000582,152
2018,2,1000581,412
2018,2,1000580,226
2018,2,1000579,185
2018,2,1000578,885
2018,2,1000577,1087
2018,2,1000576,1095
2018,2,1000575,9
2018,2,1000574,273
2018,2,1000573,587
2018,2,1000572,53
2018,2,1000571,38
2018,2,1000570,11
2018,2,1000569,796
2018,2,1000568,658
2018,2,1000567,115
2018,2,1000566,159
2018,2,1000565,314
2018,2,1000564,95
2018,2,1000563,51
2018,2,1000562,122
2018,2,1000561,370
2018,2,1000560,554
2018,2,1000559,153
2018,2,1000558,164
2018,2,1000557,410
2018,2,1000556,30
2018,2,1000555,132
2018,2,1000554,305
2018,2,1000553,60
2018,2,1000552,28
2018,2,1000551,212
2018,2,1000550,160
2018,2,1000549,234
2018,2,1000548,349
2018,2,1000547,128
2018,2,1000546,118
2018,2,1000545,166
2018,2,1000544,2
2018,2,1000543,594
2018,2,1000542,244
2018,2,1000541,521
2018,2,1000539,334
2018,2,1000538,430
2018,2,1000537,145
2018,2,1000536,820
2018,2,1000535,212
2018,2,1000534,771
2018,2,1000533,252
2018,2,1000532,925
2018,2,1000531,94
2018,2,1000530,178
2018,2,1000529,264
2018,2,1000528,355
2018,2,1000527,257
2018,2,1000526,117
2018,2,1000525,111
2018,2,1000524,293
2018,2,1000523,546
2018,2,1000522,2360
2018,2,1000521,1014
2018,2,1000519,385
2018,2,1000518,13
2018,2,1000517,272
2018,2,1000516,339
2018,2,1000515,519
2018,2,1000514,198
2018,2,1000513,18
2018,2,1000512,1247
2018,2,1000511,76
2018,2,1000510,403
2018,2,1000509,297
2018,2,1000508,339
2018,2,1000507,76
2018,2,1000506,86
2018,2,1000505,118
2018,2,1000504,1704
2018,2,1000503,4
2018,2,1000502,151
2018,2,1000501,285
2018,2,1000500,544
2018,2,1000499,3917
2018,2,1000498,253
2018,2,1000497,1552
2018,2,1000496,180
2018,2,1000495,171
2018,2,1000494,28
2018,2,1000493,439
2018,2,1000492,4169
2018,2,1000491,395
2018,2,1000490,26
2018,2,1000489,105
2018,2,1000488,1598
2018,2,1000487,5291
2018,2,1000486,110
2018,2,1000485,479
2018,2,1000484,1732
2018,2,1000483,522
2018,2,1000482,635
2018,2,1000481,1103
2018,2,1000480,709
2018,2,1000479,354
2018,2,1000478,253
2018,2,1000477,4355
2018,2,1000476,200
2018,2,1000475,1076
2018,2,1000474,1471
2018,2,1000473,181
2018,2,1000472,1015
2018,2,1000471,68
2018,2,1000470,193
2018,2,1000469,3631
2018,2,1000468,562
2018,2,1000467,4045
2018,2,1000466,690
2018,2,1000465,359
2018,2,1000464,494
2018,2,1000463,97
2018,2,1000462,992
2018,2,1000461,405
2018,2,1000460,49
2018,2,1000459,438
2018,2,1000458,179
2018,2,1000457,103
2018,2,1000456,82
2018,2,1000455,5
2018,2,1000454,355
2018,2,1000453,9
2018,2,1000452,13115
2018,2,1000451,3082
2018,2,1000450,209
2018,2,1000449,477
2018,2,1000448,258
2018,2,1000447,165
2018,2,1000446,389
2018,2,1000445,162
2018,2,1000444,104
2018,2,1000443,2241
2018,2,1000442,336
2018,2,1000440,276
2018,2,1000439,432
2018,2,1000438,126
2018,2,1000437,401
2018,2,1000436,781
2018,2,1000435,26
2018,2,1000434,93
2018,2,1000433,224
2018,2,1000432,212
2018,2,1000430,556
2018,2,1000429,509
2018,2,1000428,401
2018,2,1000427,84
2018,2,1000426,747
2018,2,1000425,236
2018,2,1000424,683
2018,2,1000423,230
2018,2,1000422,71
2018,2,1000421,60
2018,2,1000420,187
2018,2,1000419,456
2018,2,1000418,301
2018,2,1000417,198
2018,2,1000416,247
2018,2,1000415,301
2018,2,1000414,6
2018,2,1000413,364
2018,2,1000412,287
2018,2,1000411,41
2018,2,1000410,242
2018,2,1000409,113
2018,2,1000408,150
2018,2,1000407,33
2018,2,1000406,300
2018,2,1000405,732
2018,2,1000404,82
2018,2,1000403,290
2018,2,1000402,1155
2018,2,1000401,263
2018,2,1000400,693
2018,2,1000399,239
2018,2,1000398,20
2018,2,1000397,37
2018,2,1000396,14
2018,2,1000395,411
2018,2,1000394,200
2018,2,1000393,913
2018,2,1000392,123
2018,2,1000391,37
2018,2,1000390,203
2018,2,1000389,57
2018,2,1000388,397
2018,2,1000387,409
2018,2,1000386,782
2018,2,1000385,110
2018,2,1000384,305
2018,2,1000382,19
2018,2,1000381,244
2018,2,1000380,458
2018,2,1000379,2867
2018,2,1000378,148
2018,2,1000377,75
2018,2,1000376,191
2018,2,1000375,91
2018,2,1000374,49
2018,2,1000373,73
2018,2,1000372,202
2018,2,1000371,137
2018,2,1000370,304
2018,2,1000369,215
2018,2,1000367,320
2018,2,1000366,185
2018,2,1000365,272
2018,2,1000364,282
2018,2,1000363,423
2018,2,1000362,557
2018,2,1000360,567
2018,2,1000359,30
2018,2,1000358,870
2018,2,1000357,190
2018,2,1000356,205
2018,2,1000355,155
2018,2,1000354,90
2018,2,1000353,649
2018,2,1000352,325
2018,2,1000351,111
2018,2,1000350,50
2018,2,1000349,332
2018,2,1000348,279
2018,2,1000347,111
2018,2,1000346,608
2018,2,1000345,158
2018,2,1000344,82
2018,2,1000342,583
2018,2,1000341,102
2018,2,1000340,10
2018,2,1000339,236
2018,2,1000338,472
2018,2,1000337,704
2018,2,1000336,196
2018,2,1000335,86
2018,2,1000334,17
2018,2,1000333,419
2018,2,1000332,8
2018,2,1000331,306
2018,2,1000329,101
2018,2,1000328,137
2018,2,1000327,833
2018,2,1000326,217
2018,2,1000325,258
2018,2,1000324,389
2018,2,1000323,6
2018,2,1000322,113
2018,2,1000321,382
2018,2,1000320,26
2018,2,1000319,794
2018,2,1000318,919
2018,2,1000317,32
2018,2,1000315,252
2018,2,1000314,185
2018,2,1000313,466
2018,2,1000312,161
2018,2,1000311,561
2018,2,1000310,33
2018,2,1000309,83
2018,2,1000308,135
2018,2,1000307,46
