year,quarter,district,facil_total,bank,pharm,theater,subway_st,bus_st
2017,2,1001123,32,6,2,1,,4
2017,2,1001082,79,10,7,,,6
2017,2,1000810,10,,,,,8
2017,2,1000942,17,1,5,,,1
2017,2,1001062,82,17,7,,1,9
2017,2,1001483,15,1,1,,,1
2017,2,1000733,14,1,2,,,3
2017,2,1001371,7,,1,,,2
2017,2,1000618,10,,,,,8
2017,2,1001184,25,1,,1,1,13
2017,2,1001141,135,9,10,3,1,4
2017,2,1000732,10,2,3,,,1
2017,2,1001353,21,1,4,,,1
2017,2,1000285,4,,,,,1
2017,2,1000375,14,,1,,,9
2017,2,1000890,7,1,,,,2
2017,2,1000694,7,1,,,,2
2017,2,1001133,32,3,3,,,1
2017,2,1001149,25,4,4,,,4
2017,2,1001493,118,14,12,6,3,14
2017,2,1001279,5,,1,,,1
2017,2,1001227,81,11,9,3,,4
2017,2,1000163,9,,3,,,3
2017,2,1001039,54,4,3,,,3
2017,2,1001204,39,2,4,1,1,3
2017,2,1001306,8,,1,,,
2017,2,1001201,32,1,4,,,1
2017,2,1001224,12,1,1,,,2
2017,2,1001228,88,1,9,,,13
2017,2,1000965,10,,1,,,2
2017,2,1001257,84,5,7,,1,12
2017,2,1000094,11,1,,,,7
2017,2,1000662,7,,2,,,3
2017,2,1001156,82,6,9,,,4
2017,2,1001088,53,11,4,2,,8
2017,2,1001051,51,6,9,,,10
2017,2,1000166,24,,5,,,4
2017,2,1000955,6,,,,,2
2017,2,1001194,27,3,4,,,8
2017,2,1001270,10,1,1,,,2
2017,2,1001152,11,4,1,1,,1
2017,2,1001070,10,2,1,,,
2017,2,1000962,25,3,4,,,1
2017,2,1001189,56,1,2,1,1,3
2017,2,1001478,35,1,7,,,2
2017,2,1001202,32,6,1,4,,3
2017,2,1000859,11,,2,,,4
2017,2,1000983,18,,3,,,7
2017,2,1001276,16,4,2,1,,1
2017,2,1001245,32,2,3,1,,3
2017,2,1000342,12,,,1,,6
2017,2,1000692,9,,3,,,1
2017,2,1000471,10,,2,,,
2017,2,1000467,18,2,1,,,8
2017,2,1001095,97,4,10,,,6
2017,2,1001495,168,14,9,13,,20
2017,2,1001025,111,6,9,1,1,5
2017,2,1001402,22,1,4,,,2
2017,2,1001260,74,2,10,,2,13
2017,2,1000425,11,,1,,,4
2017,2,1001185,129,3,13,1,1,13
2017,2,1000379,11,,2,,,6
2017,2,1000441,18,1,,,,4
2017,2,1000150,19,,3,,,6
2017,2,1001239,63,8,6,4,,20
2017,2,1001073,54,13,5,,1,3
2017,2,1000639,18,,2,,,2
2017,2,1001135,378,12,25,1,,8
2017,2,1000682,12,2,3,,,1
2017,2,1000646,10,,1,,,6
2017,2,1001002,21,2,5,,,1
2017,2,1001022,32,4,3,,,3
2017,2,1001162,18,,2,,,1
2017,2,1001274,15,2,3,1,,1
2017,2,1000683,3,,1,,,1
2017,2,1001197,22,2,1,1,,7
2017,2,1000349,12,1,2,,,3
2017,2,1001010,5,,3,,,
2017,2,1000687,11,1,3,,,2
2017,2,1000042,11,1,2,,,1
2017,2,1001125,9,1,,,,1
2017,2,1000372,18,1,2,,,6
2017,2,1000592,22,1,3,,,4
2017,2,1000673,16,1,5,,,2
2017,2,1000420,19,,4,,,7
2017,2,1000484,5,,,,,2
2017,2,1001377,22,1,3,,,6
2017,2,1000374,9,1,1,,,6
2017,2,1001158,19,1,3,,1,3
2017,2,1001320,6,1,2,,,
2017,2,1000447,11,1,2,,,3
2017,2,1001256,66,2,4,,,5
2017,2,1001042,23,,4,,,3
2017,2,1000153,5,,2,,,
2017,2,1000634,14,,2,,,6
2017,2,1001450,31,1,4,,,3
2017,2,1000615,6,,,,,1
2017,2,1000665,4,,,,,1
2017,2,1000249,11,,,,,2
2017,2,1001013,5,1,1,,,2
2017,2,1001436,9,1,2,,,
2017,2,1000078,15,1,3,,,1
2017,2,1000239,10,,1,,,1
2017,2,1000866,12,2,1,,,2
2017,2,1000032,15,1,3,,,1
2017,2,1000124,12,1,,1,,4
2017,2,1001015,52,4,7,1,,11
2017,2,1000752,2,,,,,
2017,2,1000005,6,1,,,,3
2017,2,1000714,8,,1,,,1
2017,2,1000840,7,,,,,2
2017,2,1000498,18,,3,,,1
2017,2,1001347,4,,1,,,
2017,2,1000305,11,,4,,,
2017,2,1000478,3,,1,,,1
2017,1,1000777,7,,1,,,1
2017,1,1000478,3,,1,,,1
2017,1,1000305,11,,4,,,
2017,1,1001347,4,,1,,,
2017,1,1000498,18,,3,,,1
2017,1,1000840,7,,,,,2
2017,1,1000714,8,,1,,,1
2017,1,1000005,6,1,,,,3
2017,1,1000752,2,,,,,
2017,1,1001015,52,4,7,1,,11
2017,1,1000124,12,1,,1,,4
2017,1,1000032,15,1,3,,,1
2017,1,1000866,12,2,1,,,2
2017,1,1000239,10,,1,,,1
2017,1,1000078,15,1,3,,,1
2017,1,1001436,9,1,2,,,
2017,1,1001013,5,1,1,,,2
2017,1,1000249,11,,,,,2
2017,1,1000665,4,,,,,1
2017,1,1000615,6,,,,,1
2017,1,1001450,31,1,4,,,3
2017,1,1000634,14,,2,,,6
2017,1,1000153,5,,2,,,
2017,1,1001042,23,,4,,,3
2017,1,1001256,66,2,4,,,5
2017,1,1000447,11,1,2,,,3
2017,1,1001320,6,1,2,,,
2017,1,1001158,19,1,3,,1,3
2017,1,1000374,9,1,1,,,6
2017,1,1001377,22,1,3,,,6
2017,1,1000484,5,,,,,2
2017,1,1000420,19,,4,,,7
2017,1,1000673,16,1,5,,,2
2017,1,1000592,22,1,3,,,4
2017,1,1000372,18,1,2,,,6
2017,1,1001125,9,1,,,,1
2017,1,1000042,11,1,2,,,1
2017,1,1000687,11,1,3,,,2
2017,1,1001010,5,,3,,,
2017,1,1000349,12,1,2,,,3
2017,1,1001197,22,2,1,1,,7
2017,1,1000683,3,,1,,,1
2017,1,1001274,15,2,3,1,,1
2017,1,1001162,18,,2,,,1
2017,1,1001022,32,4,3,,,3
2017,1,1001002,21,2,5,,,1
2017,1,1000646,10,,1,,,6
2017,1,1000682,12,2,3,,,1
2017,1,1001135,378,12,25,1,,8
2017,1,1000639,18,,2,,,2
2017,1,1001073,54,13,5,,1,3
2017,1,1001239,63,8,6,4,,20
2017,1,1000150,19,,3,,,6
2017,1,1000441,18,1,,,,4
2017,1,1000379,11,,2,,,6
2017,1,1001185,129,3,13,1,1,13
2017,1,1000425,11,,1,,,4
2017,1,1001260,74,2,10,,2,13
2017,1,1001402,22,1,4,,,2
2017,1,1001025,111,6,9,1,1,5
2017,1,1001495,168,14,9,13,,20
2017,1,1001095,97,4,10,,,6
2017,1,1000467,18,2,1,,,8
2017,1,1000471,10,,2,,,
2017,1,1000692,9,,3,,,1
2017,1,1000342,12,,,1,,6
2017,1,1001245,32,2,3,1,,3
2017,1,1001276,16,4,2,1,,1
2017,1,1000983,18,,3,,,7
2017,1,1000859,11,,2,,,4
2017,1,1001202,32,6,1,4,,3
2017,1,1001478,35,1,7,,,2
2017,1,1001189,56,1,2,1,1,3
2017,1,1000962,25,3,4,,,1
2017,1,1001070,10,2,1,,,
2017,1,1001152,11,4,1,1,,1
2017,1,1001270,10,1,1,,,2
2017,1,1001194,27,3,4,,,8
2017,1,1000955,6,,,,,2
2017,1,1000166,24,,5,,,4
2017,1,1001051,51,6,9,,,10
2017,1,1001088,53,11,4,2,,8
2017,1,1001156,82,6,9,,,4
2017,1,1000662,7,,2,,,3
2017,1,1000094,11,1,,,,7
2017,1,1001257,84,5,7,,1,12
2017,1,1000965,10,,1,,,2
2017,1,1001228,88,1,9,,,13
2017,1,1001224,12,1,1,,,2
2017,1,1001201,32,1,4,,,1
2017,1,1001306,8,,1,,,
2017,1,1001204,39,2,4,1,1,3
2017,1,1001039,54,4,3,,,3
2017,1,1000163,9,,3,,,3
2017,1,1001227,81,11,9,3,,4
2017,1,1001279,5,,1,,,1
2017,1,1001493,118,14,12,6,3,14
2017,1,1001149,25,4,4,,,4
2017,1,1001133,32,3,3,,,1
2017,1,1000694,7,1,,,,2
2017,1,1000890,7,1,,,,2
2017,1,1000375,14,,1,,,9
2017,1,1000285,4,,,,,1
2017,1,1001353,21,1,4,,,1
2017,1,1000732,10,2,3,,,1
2017,1,1001141,135,9,10,3,1,4
2017,1,1001184,25,1,,1,1,13
2017,1,1000618,10,,,,,8
2017,1,1001371,7,,1,,,2
2017,1,1000733,14,1,2,,,3
2017,1,1001483,15,1,1,,,1
2017,1,1001062,82,17,7,,1,9
2017,1,1000942,17,1,5,,,1
2017,1,1000810,10,,,,,8
2017,1,1001082,79,10,7,,,6
2017,1,1001123,32,6,2,1,,4
2017,1,1000968,22,1,3,,,3
2017,1,1000862,7,,,,,2
2017,1,1000650,19,1,3,,,7
2017,1,1000106,27,,4,,,10
2017,1,1001121,16,1,3,,,2
2017,1,1001086,29,4,5,1,2,7
2017,1,1001173,76,2,10,,1,10
2017,1,1001213,42,2,4,1,,6
2017,1,1001494,241,22,33,8,5,34
2017,1,1001032,25,1,4,1,,2
2017,1,1001127,87,15,10,1,,5
2017,1,1001367,18,1,3,,,2
2017,1,1001077,30,4,3,,1,1
2017,1,1001175,65,6,12,,1,2
2017,1,1000782,19,1,4,,,
2017,1,1001165,47,2,7,,1,3
2017,1,1001428,1,,,,,
2017,1,1000789,1,,1,,,
2017,1,1001439,1,,,1,,
2017,1,1000396,1,,,,,
2017,1,1000371,2,,,,,
2017,1,1001398,3,,2,,,
2017,1,1001407,1,,,,,
2017,1,1001438,1,,,,,
2017,1,1001055,5,3,2,,,
2017,1,1001292,1,,,,,1
2017,1,1001126,4,1,,,,1
2017,1,1000050,1,,,1,,
2017,1,1001453,2,,1,,,
2017,1,1001080,7,1,2,,,
2017,1,1000778,4,,,,,
2017,1,1000024,3,,1,,,
2017,1,1000253,2,,,,,1
2017,1,1001309,2,,,,,
2017,1,1000101,2,,2,,,
2017,1,1000332,1,,,,,
2017,1,1000303,7,1,,,,
2017,1,1000291,2,1,,,,
2017,1,1000961,12,1,2,,,
2017,1,1000557,7,,,,,3
2017,1,1001291,4,,,1,,1
2017,1,1000113,3,,,,,3
2017,1,1000877,1,,,,,
2017,1,1000293,6,,1,,,5
2017,1,1001255,8,,,,,
2017,1,1000911,2,,,,,
2017,1,1000012,7,,1,1,,2
2017,1,1001363,3,,2,,,
2017,1,1001136,8,,,,,1
2017,1,1001485,5,,1,,,1
2017,1,1000427,3,,1,,,
2017,1,1000458,2,1,,,,1
2017,1,1001424,5,,2,,,
2017,1,1000215,8,,1,,,2
2017,1,1000351,14,1,1,1,,
2017,1,1000837,7,1,1,,,
2017,1,1000208,2,,1,,,1
2017,1,1001471,4,,1,,,
2017,1,1001318,5,,,,,
2017,1,1000339,21,,,,,2
2017,1,1000277,1,,,,,1
2017,1,1000377,5,,1,,,
2017,1,1000748,7,,1,,,
2017,1,1000579,2,,,,,
2017,1,1000410,4,,,,,1
2017,1,1000344,2,,,,,2
2017,1,1001061,8,,2,,,4
2017,1,1001387,1,,,1,,
2017,1,1000969,3,,,,,
2017,1,1000178,5,,1,,,2
2017,1,1000536,3,,,,,1
2017,1,1000365,16,,1,,,9
2017,1,1000722,10,,3,,,1
2017,1,1000869,2,,1,,,
2017,1,1000734,4,,,,,2
2017,1,1000999,5,,1,,,1
2017,1,1000429,7,,2,,,
2017,1,1000794,8,,2,,,3
2017,1,1000262,1,1,,,,
2017,1,1000082,9,,1,,,2
2017,1,1000244,7,1,1,,,1
2017,1,1000654,7,,1,,,6
2017,1,1000612,3,,1,,,2
2017,1,1000754,8,,,,,7
2017,1,1000203,3,,1,,,1
2017,1,1000354,5,,1,,,4
2017,1,1001313,14,1,3,,,2
2017,1,1000803,1,,,,,
2017,1,1000586,2,,,,,1
2017,1,1001174,8,,,,1,
2017,1,1000109,7,,1,,,5
2017,1,1000667,9,,2,,,1
2017,1,1000808,11,,,,,11
2017,1,1000915,3,,,,,1
2017,1,1001268,2,,,,,2
2017,1,1000927,8,1,1,,,1
2017,1,1000497,13,,,,,5
2017,1,1000974,9,,1,,,4
2017,1,1000572,11,,1,,,9
2017,1,1000482,10,,1,,,
2017,1,1000300,5,,1,,,1
2017,1,1001394,26,1,5,,,
2017,1,1000120,12,1,2,,1,1
2017,1,1000871,21,2,2,,,6
2017,1,1000793,9,,,,,6
2017,1,1000304,4,,,,,4
2017,1,1000925,14,,1,,,3
2017,1,1000613,8,,,,,3
2017,1,1001267,12,2,1,,,1
2017,1,1000746,7,,,,,4
2017,1,1001447,11,,3,,,2
2017,1,1001440,6,,2,,,1
2017,1,1000924,7,,1,,,1
2017,1,1000306,13,,1,,,2
2017,1,1000485,3,,,,,3
2017,1,1000964,6,,3,,,2
2017,1,1000690,12,,2,,,4
2017,1,1001098,28,4,1,,,5
2017,1,1000818,9,1,1,,,3
2017,1,1000465,4,,,,,2
2017,1,1001006,3,,,,,2
2017,1,1000457,6,,,,,5
2017,1,1000341,19,,2,,,15
2017,1,1000806,7,,1,,,4
2017,1,1000417,7,,1,,,2
2017,1,1000726,14,,2,,,1
2017,1,1000393,6,,2,,,4
2017,1,1001096,60,5,6,2,2,12
2017,1,1000658,4,,2,,,2
2017,1,1000843,6,,2,,,1
2017,1,1000102,11,,2,1,,6
2017,1,1000301,25,,3,,,13
2017,1,1000241,1,,,,,1
2017,1,1001131,20,4,3,,,2
2017,1,1001286,1,,,,,1
2017,1,1000064,11,,3,,,3
2017,1,1001072,39,1,3,,,7
2017,1,1001253,30,2,3,,1,2
2017,1,1000652,10,,2,,,6
2017,1,1000908,2,,1,,,
2017,1,1000518,12,,4,,,
2017,1,1000444,14,1,2,,1,3
2017,1,1000599,50,,2,,,2
2017,1,1000278,11,,2,,,3
2017,1,1000784,5,,1,,,2
2017,1,1000062,8,,1,,,4
2017,1,1000493,12,,1,,,3
2017,1,1000210,11,,3,,,1
2017,1,1000928,16,,2,,,4
2017,1,1000693,23,2,3,,1,7
2017,1,1001076,19,1,2,1,,4
2017,1,1001235,18,3,1,5,,4
2017,1,1000039,30,6,1,2,,3
2017,1,1000769,8,,1,,,5
2017,1,1000225,3,,1,,,1
2017,1,1001154,10,,2,,,1
2017,1,1001139,17,1,1,,,3
2017,1,1000739,11,,,,,5
2017,1,1001000,13,,1,,1,
2017,1,1001148,20,1,3,,,1
2017,1,1000231,20,3,1,,,4
2017,1,1000614,25,1,2,,1,7
2017,1,1001190,18,1,1,,1,4
2017,1,1000481,6,,,,,2
2017,1,1001324,6,1,1,,,
2017,1,1000712,9,,2,,,2
2017,1,1001331,6,1,,,,1
2017,1,1000653,17,1,3,,,3
2017,1,1000324,18,,,,,2
2017,1,1001230,85,6,6,19,1,14
2017,1,1001229,14,,,,,6
2017,1,1001422,14,,3,,,
2017,1,1000544,11,1,2,,,2
2017,1,1001254,53,3,6,,,8
2017,1,1001248,39,1,4,1,,3
2017,1,1001238,101,6,13,1,2,15
2017,1,1001365,13,1,2,,,1
2017,1,1000773,9,,2,,,3
2017,1,1001117,121,5,8,1,1,5
2017,1,1001033,21,4,2,,,4
2017,1,1001198,34,3,3,,1,8
2017,1,1000730,3,1,1,,,
2017,1,1001231,21,3,2,,2,5
2017,1,1000554,7,,1,,,2
2017,1,1000158,15,,4,,,
2017,1,1000783,14,,2,,,4
2017,1,1001151,17,3,2,,,8
2017,1,1000175,3,,1,,,1
2017,1,1000056,11,1,3,,,2
2017,1,1001163,118,3,11,,1,7
2017,1,1000504,15,,1,,,3
2017,1,1000939,23,,2,,,1
2017,1,1001140,199,12,15,3,1,4
2017,1,1000015,6,2,,1,,1
2017,1,1001153,32,,3,,,6
2017,1,1001060,21,5,3,1,1,5
2017,1,1001071,42,,5,,,2
2017,1,1000674,13,,1,,,5
2017,1,1000189,10,1,2,,,1
2017,1,1000954,34,1,7,,,4
2017,1,1000861,9,1,3,,,2
2017,1,1000499,23,1,2,,1,3
2017,1,1000584,9,,2,,,3
2017,1,1001277,22,4,2,1,,3
2017,1,1000474,9,,,,,4
2017,1,1000776,3,,,,,
2017,1,1001490,21,,3,,,1
2017,1,1001109,55,6,4,,,4
2017,1,1001023,54,11,5,,1,15
2017,1,1001408,1,,,,,
2017,1,1001128,2,,,,,
2017,1,1000531,2,,,,,
2017,1,1001392,3,,1,,,
2017,1,1000824,2,,,,,
2017,1,1001308,3,,,,,
2017,1,1000321,2,,1,,,
2017,1,1001176,6,,1,,1,
2017,1,1000347,6,,2,,,1
2017,1,1000656,1,,,,,1
2017,1,1000035,2,,1,,,1
2017,1,1001470,2,,,,,
2017,1,1001285,3,1,,,,1
2017,1,1001473,3,,1,,,
2017,1,1001468,1,,1,,,
2017,1,1000197,11,,,,,2
2017,1,1000198,6,,,,,1
2017,1,1000643,3,,1,,,
2017,1,1000059,5,,,,,2
2017,1,1000678,5,,2,,,1
2017,1,1000382,4,,1,,,1
2017,1,1000661,21,1,4,,,2
2017,1,1000355,2,,1,,,
2017,1,1000242,2,,1,,,
2017,1,1000987,5,1,,,,
2017,1,1000550,5,,1,,,1
2017,1,1000139,3,,,,,
2017,1,1001113,8,,1,,1,4
2017,1,1000245,11,,5,,,1
2017,1,1000045,27,,,1,,2
2017,1,1000173,9,,1,,,1
2017,1,1000922,2,,,,,2
2017,1,1000146,14,,2,,,5
2017,1,1001008,2,,,1,,1
2017,1,1000697,9,,2,,,2
2017,1,1000620,14,,3,,,5
2017,1,1000771,1,,,,,1
2017,1,1000004,10,,3,,,5
2017,1,1000756,10,,2,,,4
2017,1,1000707,9,,3,1,1,2
2017,1,1001284,10,2,1,,1,
2017,1,1000772,11,,2,,,4
2017,1,1001441,9,1,2,,,4
2017,1,1000487,7,,1,,,2
2017,1,1000220,11,,2,,,2
2017,1,1000540,11,,2,,,2
2017,1,1000560,3,,,,,
2017,1,1000774,8,,,,,5
2017,1,1000328,1,,,,,1
2017,1,1000812,5,,,,,3
2017,1,1000270,12,,2,,,
2017,1,1000397,7,,3,,,1
2017,1,1000935,12,,2,,,
2017,1,1001399,6,,2,,,
2017,1,1000573,12,,2,,,1
2017,1,1000647,8,1,1,,,3
2017,1,1001283,8,1,2,,,
2017,1,1001237,18,,2,,,3
2017,1,1000640,3,,,,,2
2017,1,1000121,25,1,3,,1,2
2017,1,1001412,14,,3,,,3
2017,1,1000456,4,,1,,,1
2017,1,1000299,6,,1,,,3
2017,1,1000523,8,,1,,,1
2017,1,1001068,7,1,1,,,1
2017,1,1001413,30,2,5,,1,3
2017,1,1000272,13,3,3,,,1
2017,1,1000770,2,,,,,1
2017,1,1000440,20,,3,,,5
2017,1,1000381,6,,,,,5
2017,1,1000067,11,1,1,,,2
2017,1,1000719,13,1,2,,,2
2017,1,1001411,17,,2,,,3
2017,1,1000580,18,1,3,,1,3
2017,1,1000308,11,,1,1,,5
2017,1,1000645,9,,,,,7
2017,1,1000910,15,,,,,1
2017,1,1001168,39,1,4,,2,7
2017,1,1000183,5,,1,,,2
2017,1,1001016,17,1,1,,,11
2017,1,1000228,6,,2,,,2
2017,1,1000500,19,1,4,,,3
2017,1,1001429,15,,4,,,3
2017,1,1000816,3,,,,,2
2017,1,1001212,9,1,2,,,5
2017,1,1000559,13,,2,,,4
2017,1,1000547,5,1,,,,1
2017,1,1000446,11,,2,,,3
2017,1,1000363,4,,,,,3
2017,1,1000258,20,,3,,,5
2017,1,1000315,8,,2,,,3
2017,1,1000409,5,,,,,4
2017,1,1000619,9,1,2,,,4
2017,1,1000847,28,3,3,,,3
2017,1,1001374,15,,2,1,,
2017,1,1000934,7,,1,,,4
2017,1,1001418,31,,3,,,1
2017,1,1000080,7,,1,1,,
2017,1,1000469,30,,,,,1
2017,1,1000483,11,,,,,1
2017,1,1000468,14,,,,,1
2017,1,1001314,15,3,4,1,,1
2017,1,1000007,11,,,6,,1
2017,1,1000470,15,,,1,,
2017,1,1001232,73,1,5,4,1,1
2017,1,1001460,14,1,2,,,1
2017,1,1000549,13,1,2,,,1
2017,1,1001103,39,9,2,7,1,8
2017,1,1001052,26,7,2,,,4
2017,1,1000764,27,1,5,,,6
2017,1,1001107,42,2,3,,,1
2017,1,1000011,16,1,2,,,1
2017,1,1001179,49,4,5,,,8
2017,1,1001155,12,4,,1,,4
2017,1,1000092,9,,1,,,4
2017,1,1001007,10,,2,,,2
2017,1,1000003,23,,,1,,3
2017,1,1000786,16,,1,,,7
2017,1,1000385,16,,3,,,6
2017,1,1001364,14,,2,1,,3
2017,1,1000048,18,1,1,,,2
2017,1,1001406,20,,5,,1,3
2017,1,1000346,29,1,5,,,10
2017,1,1001046,68,1,5,,1,3
2017,1,1001090,26,3,3,,,1
2017,1,1000350,5,,1,,,
2017,1,1001028,22,,2,,,4
2017,1,1001273,55,7,8,4,,6
2017,1,1001210,30,3,2,3,,4
2017,1,1001196,57,13,5,2,1,7
2017,1,1000801,12,,2,,,2
2017,1,1000445,3,,,,,2
2017,1,1000281,7,,3,,,1
2017,1,1000295,7,,1,,,2
2017,1,1001067,73,4,10,,,10
2017,1,1001043,75,6,7,,1,6
2017,1,1001206,41,2,5,,1,12
2017,1,1001011,89,5,11,,,11
2017,1,1000708,20,,5,,,1
2017,1,1001193,34,3,6,,,7
2017,1,1001487,10,,2,,,1
2017,1,1000835,10,,3,,,2
2017,1,1001078,188,7,16,1,,12
2017,1,1001336,41,3,8,,,3
2017,1,1001236,12,2,1,1,,2
2017,1,1001368,15,1,2,,1,3
2017,1,1000226,13,,3,,,1
2017,1,1001115,37,3,3,,,5
2017,1,1000887,8,,1,,,1
2017,1,1000603,9,,2,,,
2017,1,1000926,8,,1,,,
2017,1,1001249,26,2,3,,2,3
2017,1,1001099,59,9,4,,,5
2017,1,1001030,41,2,4,,,6
2017,1,1001134,75,18,9,2,2,8
2017,1,1000255,1,,,,,
2017,1,1000899,2,,,,,
2017,1,1000845,1,,,,,
2017,1,1000929,3,,,,,
2017,1,1001475,5,1,,,,2
2017,1,1001486,4,,,,,
2017,1,1000492,2,,,,,
2017,1,1000274,4,,1,,,1
2017,1,1001380,4,,1,,,2
2017,1,1001147,3,1,,,,1
2017,1,1000263,3,,1,,,1
2017,1,1000607,3,,,,,1
2017,1,1001465,1,,1,,,
2017,1,1000932,5,,,,,1
2017,1,1000114,3,2,,,,1
2017,1,1000137,7,,1,,,1
2017,1,1000970,7,,1,,,2
2017,1,1000297,9,2,,,,3
2017,1,1000074,3,,1,,,
2017,1,1000989,3,,1,,,1
2017,1,1000439,6,1,,,,1
2017,1,1001352,5,,1,,,2
2017,1,1000135,2,,,,,2
2017,1,1000450,6,,2,,,3
2017,1,1000510,7,,2,,,1
2017,1,1000995,1,,,,,1
2017,1,1000671,8,,1,,,1
2017,1,1000985,4,,1,,,
2017,1,1000865,3,,,,,1
2017,1,1000695,8,1,3,,,2
2017,1,1000104,15,3,1,,,1
2017,1,1000743,20,,4,,,1
2017,1,1000564,9,,1,,,
2017,1,1000537,3,,,,,1
2017,1,1000980,13,1,4,,,1
2017,1,1001341,5,2,,,,
2017,1,1000095,7,,1,,,1
2017,1,1000685,2,,,,,2
2017,1,1001346,1,,,,,
2017,1,1000188,5,,1,,,2
2017,1,1000595,4,,,,,3
2017,1,1000799,5,,2,,,2
2017,1,1000148,9,,2,,,2
2017,1,1000717,5,,,,,1
2017,1,1000750,5,,,,,4
2017,1,1000199,2,,,,,1
2017,1,1000436,9,,,,,7
2017,1,1000391,8,,2,,,2
2017,1,1000696,12,,,,,8
2017,1,1001463,3,,1,,,1
2017,1,1000192,4,,,,,1
2017,1,1000260,8,,1,,,1
2017,1,1000713,4,,,,,1
2017,1,1000912,3,,1,,,
2017,1,1000882,5,1,,,,1
2017,1,1000250,2,,,,,
2017,1,1000872,8,,3,,,2
2017,1,1000248,6,,1,,,1
2017,1,1000530,3,,1,,,1
2017,1,1001258,11,,2,1,,2
2017,1,1000885,9,2,1,,,3
2017,1,1000998,6,,1,,,1
2017,1,1000476,5,,1,,,2
2017,1,1000760,2,,,,,1
2017,1,1000918,3,,,,,1
2017,1,1000022,6,,2,,,
2017,1,1000648,1,,,,,
2017,1,1001445,1,,,,,
2017,1,1001375,1,,,,,
2017,1,1000577,9,1,1,,,
2017,1,1000569,5,,1,,,
2017,1,1001319,4,,1,,,1
2017,1,1000194,1,,,,,
2017,1,1000568,5,,,,,1
2017,1,1000034,7,,1,,,
2017,1,1000823,14,,4,,,2
2017,1,1000996,18,,2,,,1
2017,1,1000556,12,,3,,,5
2017,1,1000128,1,,,,,
2017,1,1000844,1,,,,,
2017,1,1000920,10,,2,,,1
2017,1,1000044,9,,,,,
2017,1,1001094,9,,,1,,4
2017,1,1000298,7,,2,,,2
2017,1,1000649,2,,,,,2
2017,1,1000075,10,1,1,,,3
2017,1,1000576,2,,,,,
2017,1,1000589,8,,1,,,
2017,1,1000802,16,1,2,1,,
2017,1,1001259,22,,1,,,5
2017,1,1001360,17,,2,,,6
2017,1,1000204,11,,1,,,2
2017,1,1000475,10,2,,,,1
2017,1,1001069,6,,1,,,1
2017,1,1001266,9,4,1,,1,1
2017,1,1001177,21,2,3,,1,1
2017,1,1000222,22,1,3,,1,4
2017,1,1000798,7,,2,,,2
2017,1,1000111,10,,1,,,7
2017,1,1000522,6,,1,,,3
2017,1,1000107,9,,2,,,3
2017,1,1000395,8,,1,,,6
2017,1,1001448,25,2,5,,,3
2017,1,1000364,9,,1,,,4
2017,1,1000600,41,,1,,,4
2017,1,1000598,7,,,,,4
2017,1,1000345,4,,,,,2
2017,1,1000914,18,2,4,,,1
2017,1,1000182,4,,1,,,
2017,1,1000055,7,,1,,,2
2017,1,1001299,5,,1,,,
2017,1,1000933,12,,1,,,5
2017,1,1000597,16,,1,,,3
2017,1,1001159,40,2,5,,1,1
2017,1,1001391,15,1,2,,,4
2017,1,1000460,14,,2,,,2
2017,1,1001409,19,1,5,,,1
2017,1,1001083,8,1,2,,,
2017,1,1000992,8,1,,,,4
2017,1,1001169,30,4,3,,1,9
2017,1,1000057,9,1,1,,,2
2017,1,1000370,1,,,,,1
2017,1,1001421,1,,,,,1
2017,1,1000993,11,2,1,,,2
2017,1,1000506,5,1,,,,4
2017,1,1000449,24,2,4,,,5
2017,1,1000956,6,,,,,3
2017,1,1000562,1,,,,,1
2017,1,1000981,42,1,7,,1,4
2017,1,1000416,2,,,,,1
2017,1,1001243,10,,4,,,4
2017,1,1000670,5,,,,,2
2017,1,1000213,6,,,,,
2017,1,1001056,16,4,,,,1
2017,1,1000898,5,,,,,
2017,1,1000016,14,1,2,,,6
2017,1,1000063,12,,,2,,3
2017,1,1000849,11,1,,,,4
2017,1,1000906,3,,,,,
2017,1,1000340,8,,2,,,1
2017,1,1001144,29,6,1,,1,5
2017,1,1001102,6,2,,,,1
2017,1,1000710,21,1,2,,,2
2017,1,1000768,18,,4,,,1
2017,1,1000227,4,,1,,,1
2017,1,1000453,14,,1,,,
2017,1,1000167,15,,3,,,4
2017,1,1001049,45,3,7,,,10
2017,1,1000941,31,3,5,,,2
2017,1,1001166,35,8,4,,1,8
2017,1,1001066,94,4,7,,,2
2017,1,1001092,80,4,7,,,8
2017,1,1000892,13,1,4,,,
2017,1,1001157,21,1,1,,,3
2017,1,1000741,6,,1,,,1
2017,1,1001124,26,1,3,,,2
2017,1,1001129,18,1,3,,,1
2017,1,1001338,29,1,2,,,4
2017,1,1001489,37,1,5,,1,2
2017,1,1000442,21,1,4,,,4
2017,1,1001047,9,1,1,,,5
2017,1,1000937,15,2,2,,,1
2017,1,1000140,7,,1,,,1
2017,1,1000731,11,,3,,,4
2017,1,1000046,16,,5,,,4
2017,1,1001282,17,2,4,,,1
2017,1,1001209,50,12,6,,,3
2017,1,1001208,33,5,1,1,1,3
2017,1,1001081,46,7,2,,,3
2017,1,1001180,125,3,11,,1,15
2017,1,1000758,11,,1,,,1
