year,quarter,district,floatpop
2016,2,1000389,81827
2016,2,1000390,221313
2016,2,1000391,230681
2016,2,1000392,115223
2016,2,1000393,113171
2016,2,1000394,178307
2016,2,1000395,104939
2016,2,1000396,111421
2016,2,1000397,106654
2016,2,1000398,248571
2016,2,1000399,165092
2016,2,1000400,90509
2016,2,1000401,465661
2016,2,1000402,90166
2016,2,1000403,227655
2016,2,1000404,172168
2016,2,1000405,345863
2016,2,1000406,146661
2016,2,1000407,79575
2016,2,1000408,88736
2016,2,1000409,134893
2016,2,1000410,179155
2016,2,1000411,104993
2016,2,1000412,201844
2016,2,1000413,191000
2016,2,1000414,62673
2016,2,1000415,186102
2016,2,1000416,212296
2016,2,1000417,66659
2016,2,1000418,67029
2016,2,1000419,126136
2016,2,1000420,262149
2016,2,1000421,137363
2016,2,1000422,107468
2016,2,1000423,9525
2016,2,1000424,86293
2016,2,1000425,146150
2016,2,1000426,126231
2016,2,1000427,110060
2016,2,1000428,119381
2016,2,1000429,246588
2016,2,1000430,172948
2016,2,1000431,67299
2016,2,1000432,90790
2016,2,1000433,183446
2016,2,1000434,140258
2016,2,1000435,116038
2016,2,1000436,184685
2016,2,1000437,119473
2016,2,1000438,72575
2016,2,1000439,165284
2016,2,1000440,160774
2016,2,1000441,350881
2016,2,1000442,371031
2016,2,1000443,101152
2016,2,1000444,82466
2016,2,1000445,65344
2016,2,1000446,141201
2016,2,1000447,255613
2016,2,1000448,134924
2016,2,1000449,319506
2016,2,1000450,114509
2016,2,1000451,78825
2016,2,1000452,201090
2016,2,1000453,47350
2016,2,1000454,252600
2016,2,1000455,549164
2016,2,1000456,27449
2016,2,1000457,69667
2016,2,1000458,159165
2016,2,1000459,245407
2016,2,1000460,169251
2016,2,1000461,115045
2016,2,1000462,439546
2016,2,1000463,84920
2016,2,1000464,116124
2016,2,1000465,54644
2016,2,1000466,67605
2016,2,1000467,179373
2016,2,1000468,95848
2016,2,1000469,173067
2016,2,1000470,116397
2016,2,1000471,138597
2016,2,1000472,136416
2016,2,1000473,202736
2016,2,1000474,252312
2016,2,1000475,160472
2016,2,1000476,333827
2016,2,1000477,145990
2016,2,1000478,78656
2016,2,1000479,234071
2016,2,1000480,196525
2016,2,1000481,90822
2016,2,1000482,182233
2016,2,1000483,57072
2016,2,1000484,73036
2016,2,1000485,80347
2016,2,1000486,133625
2016,2,1000487,127960
2016,2,1000488,187028
2016,2,1000489,142342
2016,2,1000490,78869
2016,2,1000491,72258
2016,2,1000492,128326
2016,2,1000493,112329
2016,2,1000494,67548
2016,2,1000495,85884
2016,2,1000496,52160
2016,2,1000497,166559
2016,2,1000498,103149
2016,2,1000499,239948
2016,2,1000500,307488
2016,2,1000501,245140
2016,2,1000502,63979
2016,2,1000503,88235
2016,2,1000504,119318
2016,2,1000505,94953
2016,2,1000506,169880
2016,2,1000507,38228
2016,2,1000508,140222
2016,2,1000509,85934
2016,2,1000510,149553
2016,2,1000511,151896
2016,2,1000512,235864
2016,2,1000513,85138
2016,2,1000514,60214
2016,2,1000515,91135
2016,2,1000516,224831
2016,2,1000517,73082
2016,2,1000518,78325
2016,2,1000519,335356
2016,2,1000520,93818
2016,2,1000521,529639
2016,2,1000522,504190
2016,2,1000523,73089
2016,2,1000524,13253
2016,2,1000525,130689
2016,2,1000526,137329
2016,2,1000527,55279
2016,2,1000528,87425
2016,2,1000529,144769
2016,2,1000530,131446
2016,2,1000531,152633
2016,2,1000532,178434
2016,2,1000533,312955
2016,2,1000534,271876
2016,2,1000535,107361
2016,2,1000536,110138
2016,2,1000537,119633
2016,2,1000538,105393
2016,2,1000539,73416
2016,2,1000540,113420
2016,2,1000541,328201
2016,2,1000542,108711
2016,2,1000543,214235
2016,2,1000544,78336
2016,2,1000545,180398
2016,2,1000546,157327
2016,2,1000547,238477
2016,2,1000548,142209
2016,2,1000549,102238
2016,2,1000550,66194
2016,2,1000551,137227
2016,2,1000552,126311
2016,2,1000553,142679
2016,2,1000554,273760
2016,2,1000555,88474
2016,2,1000556,282527
2016,2,1000557,261167
2016,2,1000558,166255
2016,2,1000559,127007
2016,2,1000560,111737
2016,2,1000561,276368
2016,2,1000562,162301
2016,2,1000563,199520
2016,2,1000564,161499
2016,2,1000565,178091
2016,2,1000566,246404
2016,2,1000567,132287
2016,2,1000568,125128
2016,2,1000569,162801
2016,2,1000570,143247
2016,2,1000571,105552
2016,2,1000572,124078
2016,2,1000573,169795
2016,2,1000574,94068
2016,2,1000575,106879
2016,2,1000576,76129
2016,2,1000577,97367
2016,2,1000578,213535
2016,2,1000579,116462
2016,2,1000580,101734
2016,2,1000581,85652
2016,2,1000582,161186
2016,2,1000583,161227
2016,2,1000584,98670
2016,2,1000585,191663
2016,2,1000586,163577
2016,2,1000587,114187
2016,2,1000588,106494
2016,2,1000589,128854
2016,2,1000590,95392
2016,2,1000591,127820
2016,2,1000592,143745
2016,2,1000593,123950
2016,2,1000594,33023
2016,2,1000595,25609
2016,2,1000596,193392
2016,2,1000597,208558
2016,2,1000598,550838
2016,2,1000599,54622
2016,2,1000600,276163
2016,2,1000601,104641
2016,2,1000602,184755
2016,2,1000603,118146
2016,2,1000604,200409
2016,2,1000605,179555
2016,2,1000606,323159
2016,2,1000607,217671
2016,2,1000608,139419
2016,2,1000609,169650
2016,2,1000610,158527
2016,2,1000611,149679
2016,2,1000612,111338
2016,2,1000613,192072
2016,2,1000614,256331
2016,2,1000615,120791
2016,2,1000616,91587
2016,2,1000617,70977
2016,2,1000618,150522
2016,2,1000619,164927
2016,2,1000620,435557
2016,2,1000621,270212
2016,2,1000622,194910
2016,2,1000623,190264
2016,2,1000624,132194
2016,2,1000625,153123
2016,2,1000626,86369
2016,2,1000627,112615
2016,2,1000628,100134
2016,2,1000629,52945
2016,2,1000630,113265
2016,2,1000631,198943
2016,2,1000632,312901
2016,2,1000633,99755
2016,2,1000634,184114
2016,2,1000635,149959
2016,2,1000636,138989
2016,2,1000637,134801
2016,2,1000638,189441
2016,2,1000639,135901
2016,2,1000640,257546
2016,2,1000641,196858
2016,2,1000642,115555
2016,2,1000643,132451
2016,2,1000644,447710
2016,2,1000645,102260
2016,2,1000646,75070
2016,2,1000647,21934
2016,2,1000648,126250
2016,2,1000649,87157
2016,2,1000650,170660
2016,2,1000651,76064
2016,2,1000652,38054
2016,2,1000653,109935
2016,2,1000654,33552
2016,2,1000655,74534
2016,2,1000656,122273
2016,2,1000657,105600
2016,2,1000658,89090
2016,2,1000659,95188
2016,2,1000660,108191
2016,2,1000661,153835
2016,2,1000662,56368
2016,2,1000663,141055
2016,2,1000664,179900
2016,2,1000665,70306
2016,2,1000666,26344
2016,2,1000667,45489
2016,2,1000668,57315
2016,2,1000669,72156
2016,2,1000670,142846
2016,2,1000671,174555
2016,2,1000672,200259
2016,2,1000673,139482
2016,2,1000674,121683
2016,2,1000675,100660
2016,2,1000676,106759
2016,2,1000677,116759
2016,2,1000678,273867
2016,2,1000679,85063
2016,2,1000680,172060
2016,2,1000681,301527
2016,2,1000682,269076
2016,2,1000683,151844
2016,2,1000684,64094
2016,2,1000685,62508
2016,2,1000686,37120
2016,2,1000687,337449
2016,2,1000688,105808
2016,2,1000689,176784
2016,2,1000690,229064
2016,2,1000691,476920
2016,2,1000692,232527
2016,2,1000693,363169
2016,2,1000694,91788
2016,2,1000695,107469
2016,2,1000696,156352
2016,2,1000697,77898
2016,2,1000698,392002
2016,2,1000699,212269
2016,2,1000700,85044
2016,2,1000701,109451
2016,2,1000702,221804
2016,2,1000703,133565
2016,2,1000704,248405
2016,2,1000705,155942
2016,2,1000706,229401
2016,2,1000707,226794
2016,2,1000708,184654
2016,2,1000709,125159
2016,2,1000710,496315
2016,2,1000711,220131
2016,2,1000712,161330
2016,2,1000713,193216
2016,2,1000714,181372
2016,2,1000715,65708
2016,2,1000716,172144
2016,2,1000717,202221
2016,2,1000718,106806
2016,2,1000719,331781
2016,2,1000720,310341
2016,2,1000721,65911
2016,2,1000722,131219
2016,2,1000723,56975
2016,2,1000724,80658
2016,2,1000725,178053
2016,2,1000726,259706
2016,2,1000727,90211
2016,2,1000728,382321
2016,2,1000729,215774
2016,2,1000730,116567
2016,2,1000731,196606
2016,2,1000732,240243
2016,2,1000733,136160
2016,2,1000734,66238
2016,2,1000735,164336
2016,2,1000736,89930
2016,2,1000737,90326
2016,2,1000738,48296
2016,2,1000739,236323
2016,2,1000740,59221
2016,2,1000741,187103
2016,2,1000742,195296
2016,2,1000743,285125
2016,2,1000744,67919
2016,2,1000745,85246
2016,2,1000746,499803
2016,2,1000747,104589
2016,2,1000748,93128
2016,2,1000749,87837
2016,2,1000750,57103
2016,2,1000751,69972
2016,2,1000752,87014
2016,2,1000753,161670
2016,2,1000754,126847
2016,2,1000755,182060
2016,2,1000756,106945
2016,2,1000757,129431
2016,2,1000758,42673
2016,2,1000759,183903
2016,2,1000760,214143
2016,2,1000761,285811
2016,2,1000762,155053
2016,2,1000763,43632
2016,2,1000764,216355
2016,2,1000765,201556
2016,2,1000766,71367
2016,2,1000767,48891
2016,2,1000768,200631
2016,2,1000769,57794
2016,2,1000770,20885
2016,2,1000771,56968
2016,2,1000772,136992
2016,2,1000773,147055
2016,2,1000774,161012
2016,2,1000775,122375
2016,2,1000776,55642
2016,2,1000777,188592
2016,2,1000778,119183
2016,2,1000779,306767
2016,2,1000780,131154
2016,2,1000781,149131
2016,2,1000782,135045
2016,2,1000783,185877
2016,2,1000784,171835
2016,2,1000785,180881
2016,2,1000786,289030
2016,2,1000787,357900
2016,2,1000788,247342
2016,2,1000789,77775
2016,2,1000790,147683
2016,2,1000791,175035
2016,2,1000792,167732
2016,2,1000793,220214
2016,2,1000794,56820
2016,2,1000795,120802
2016,2,1000796,164895
2016,2,1000797,163682
2016,2,1000798,151072
2016,2,1000799,69199
2016,2,1000800,89707
2016,2,1000801,176625
2016,2,1000802,118263
2016,2,1000803,76247
2016,2,1000804,257374
2016,2,1000805,233860
2016,2,1000806,274797
2016,2,1000807,136126
2016,2,1000808,212830
2016,2,1000809,127465
2016,2,1000810,160872
2016,2,1000811,116205
2016,2,1000812,211124
2016,2,1000813,201458
2016,2,1000814,31443
2016,2,1000815,117287
2016,2,1000816,148350
2016,2,1000817,270348
2016,2,1000818,66391
2016,2,1000819,57012
2016,2,1000820,182461
2016,2,1000821,314516
2016,2,1000822,114852
2016,2,1000823,219560
2016,2,1000824,268584
2016,2,1000825,111565
2016,2,1000826,138279
2016,2,1000827,191551
2016,2,1000828,70025
2016,2,1000829,179358
2016,2,1000830,119406
2016,2,1000831,193933
2016,2,1000832,226788
2016,2,1000833,100783
2016,2,1000834,222406
2016,2,1000835,154642
2016,2,1000836,282964
2016,2,1000837,195454
2016,2,1000838,336219
2016,2,1000839,586214
2016,2,1000840,141195
2016,2,1000841,136587
2016,2,1000842,296884
2016,2,1000843,87031
2016,2,1000844,121893
2016,2,1000845,143703
2016,2,1000846,331228
2016,2,1000847,412792
2016,2,1000848,201808
2016,2,1000849,257936
2016,2,1000850,104123
2016,2,1000851,135445
2016,2,1000852,150019
2016,2,1000853,262488
2016,2,1000854,133236
2016,2,1000855,91013
2016,2,1000856,120911
2016,2,1000857,222619
2016,2,1000858,77513
2016,2,1000859,250127
2016,2,1000860,192418
2016,2,1000861,74986
2016,2,1000862,166158
2016,2,1000863,181143
2016,2,1000864,53307
2016,2,1000865,132559
2016,2,1000866,81652
2016,2,1000867,45519
2016,2,1000868,77349
2016,2,1000869,98229
2016,2,1000870,170781
2016,2,1000871,148815
2016,2,1000872,211209
2016,2,1000873,89669
2016,2,1000874,48539
2016,2,1000875,151736
2016,2,1000876,103513
2016,2,1000877,111457
2016,2,1000878,103125
2016,2,1000879,216120
2016,2,1000880,137018
2016,2,1000881,108706
2016,2,1000882,98198
2016,2,1000883,241158
2016,2,1000884,139414
2016,2,1000885,144297
2016,2,1000886,144206
2016,2,1000887,110068
2016,2,1000888,164106
2016,2,1000889,168563
2016,2,1000890,130677
2016,2,1000891,100129
2016,2,1000892,17699
2016,2,1000893,69972
2016,2,1000894,167992
2016,2,1000895,133407
2016,2,1000896,340635
2016,2,1000897,80795
2016,2,1000898,156985
2016,2,1000899,58581
2016,2,1000900,189193
2016,2,1000901,141867
2016,2,1000902,168595
2016,2,1000903,142969
2016,2,1000904,368327
2016,2,1000905,56754
2016,2,1000906,109550
2016,2,1000907,366258
2016,2,1000908,110910
2016,2,1000909,159847
2016,2,1000910,235688
2016,2,1000911,337733
2016,2,1000912,184337
2016,2,1000913,178784
2016,2,1000914,587991
2016,2,1000915,512212
2016,2,1000916,75261
2016,2,1000917,134334
2016,2,1000918,67350
2016,2,1000919,310287
2016,2,1000920,295167
2016,2,1000921,117400
2016,2,1000922,348104
2016,2,1000923,393448
2016,2,1000924,81346
2016,2,1000925,413950
2016,2,1000926,355016
2016,2,1000927,248376
2016,2,1000928,62921
2016,2,1000929,135154
2016,2,1000930,485193
2016,2,1000931,529769
2016,2,1000932,150350
2016,2,1000933,177332
2016,2,1000934,144531
2016,2,1000935,241358
2016,2,1000936,108728
2016,2,1000937,667749
2016,2,1000938,90152
2016,2,1000939,147481
2016,2,1000940,302288
2016,2,1000941,375127
2016,2,1000942,243353
2016,2,1000943,362873
2016,2,1000944,199324
2016,2,1000945,243638
2016,2,1000946,235664
2016,2,1000947,185045
2016,2,1000948,217799
2016,2,1000949,244317
2016,2,1000950,208268
2016,2,1000951,184024
2016,2,1000952,107037
2016,2,1000953,194837
2016,2,1000954,233590
2016,2,1000955,128946
2016,2,1000956,126710
2016,2,1000957,163468
2016,2,1000958,216421
2016,2,1000959,153017
2016,2,1000960,245048
2016,2,1000961,226061
2016,2,1000962,220918
2016,2,1000963,180542
2016,2,1000964,85024
2016,2,1000965,56442
2016,2,1000966,148982
2016,2,1000967,118510
2016,2,1000968,137153
2016,2,1000969,13191
2016,2,1000970,13868
2016,2,1000971,57805
2016,2,1000972,136093
2016,2,1000973,122055
2016,2,1000974,43078
2016,2,1000975,15902
2016,2,1000976,39367
2016,2,1000977,196857
2016,2,1000978,158837
2016,2,1000979,185558
2016,2,1000980,160237
2016,2,1000981,196068
2016,2,1000982,72734
2016,2,1000983,312119
2016,2,1000984,133139
2016,2,1000985,202513
2016,2,1000986,226930
2016,2,1000987,81514
2016,2,1000988,182354
2016,2,1000989,160677
2016,2,1000990,166821
2016,2,1000991,166706
2016,2,1000992,161341
2016,2,1000993,168545
2016,2,1000994,131633
2016,2,1000995,151964
2016,2,1000996,180173
2016,2,1000997,88962
2016,2,1000998,87979
2016,2,1000999,229162
2016,2,1001000,244027
2016,2,1001001,251183
2016,2,1001002,322922
2016,2,1001003,117999
2016,2,1001004,147316
2016,2,1001005,197439
2016,2,1001006,131966
2016,2,1001007,198204
2016,2,1001008,168572
2016,2,1001009,307523
2016,2,1001010,107674
2016,2,1001011,368983
2016,2,1001012,19782
2016,2,1001013,20760
2016,2,1001014,15993
2016,2,1001015,193686
2016,2,1001016,325625
2016,2,1001017,101049
2016,2,1001018,227046
2016,2,1001019,54562
2016,2,1001020,20256
2016,2,1001021,30946
2016,2,1001022,291634
2016,2,1001023,69789
2016,2,1001024,436903
2016,2,1001025,1110694
2016,2,1001026,49111
2016,2,1001027,342183
2016,2,1001028,193408
2016,2,1001029,37474
2016,2,1001030,375395
2016,2,1001031,673819
2016,2,1001032,117952
2016,2,1001033,126098
2016,2,1001034,300855
2016,2,1001035,125379
2016,2,1001036,27788
2016,2,1001037,383818
2016,2,1001038,530838
2016,2,1001039,500853
2016,2,1001040,584185
2016,2,1001041,360085
2016,2,1001042,303599
2016,2,1001043,941089
2016,2,1001044,619070
2016,2,1001045,887245
2016,2,1001046,448152
2016,2,1001047,246779
2016,2,1001048,343640
2016,2,1001049,225675
2016,2,1001050,980248
2016,2,1001051,695704
2016,2,1001052,446767
2016,2,1001053,61792
2016,2,1001054,132244
2016,2,1001055,112158
2016,2,1001056,417466
2016,2,1001057,764995
2016,2,1001058,208442
2016,2,1001059,333549
2016,2,1001060,13443
2016,2,1001061,258400
2016,2,1001062,1020464
2016,2,1001063,491754
2016,2,1001064,76306
2016,2,1001065,79921
2016,2,1001066,1266534
2016,2,1001067,299940
2016,2,1001068,63833
2016,2,1001069,76761
2016,2,1001070,111168
2016,2,1001071,285498
2016,2,1001072,65858
2016,2,1001073,1061999
2016,2,1001074,158154
2016,2,1001075,529998
2016,2,1001076,288006
2016,2,1001077,393923
2016,2,1001078,1559154
2016,2,1001079,29786
2016,2,1001080,35250
2016,2,1001081,445433
2016,2,1001082,1036545
2016,2,1001083,78486
2016,2,1001084,160369
2016,2,1001085,2176928
2016,2,1001086,39808
2016,2,1001087,530393
2016,2,1001088,803954
2016,2,1001089,155552
2016,2,1001090,165766
2016,2,1001091,103972
2016,2,1001092,563635
2016,2,1001093,514922
2016,2,1001094,62507
2016,2,1001095,1003877
2016,2,1001096,242000
2016,2,1001097,18022
2016,2,1001098,455367
2016,2,1001099,407571
2016,2,1001100,215143
2016,2,1001101,180971
2016,2,1001102,135183
2016,2,1001103,82990
2016,2,1001104,135770
2016,2,1001105,221684
2016,2,1001106,253978
2016,2,1001107,298432
2016,2,1001108,118404
2016,2,1001109,928341
2016,2,1001110,391408
2016,2,1001111,716792
2016,2,1001112,415935
2016,2,1001113,58362
2016,2,1001114,146226
2016,2,1001115,418946
2016,2,1001116,31171
2016,2,1001117,774238
2016,2,1001118,143569
2016,2,1001119,754127
2016,2,1001120,287215
2016,2,1001121,382880
2016,2,1001122,82876
2016,2,1001123,374894
2016,2,1001124,184019
2016,2,1001125,131276
2016,2,1001126,26536
2016,2,1001127,553199
2016,2,1001128,116436
2016,2,1001129,145289
2016,2,1001130,117156
2016,2,1001131,156403
2016,2,1001132,53659
2016,2,1001133,170432
2016,2,1001134,377486
2016,2,1001135,1953824
2016,2,1001136,124706
2016,2,1001137,47930
2016,2,1001138,469166
2016,2,1001139,434748
2016,2,1001140,928447
2016,2,1001141,1385901
2016,2,1001142,29312
2016,2,1001143,177567
2016,2,1001144,353520
2016,2,1001145,110569
2016,2,1001146,11993
2016,2,1001147,24831
2016,2,1001148,62749
2016,2,1001149,144481
2016,2,1001150,460594
2016,2,1001151,66314
2016,2,1001152,78205
2016,2,1001153,187469
2016,2,1001154,29615
2016,2,1001155,227913
2016,2,1001156,556845
2016,2,1001157,172457
2016,2,1001158,209572
2016,2,1001159,156566
2016,2,1001160,245157
2016,2,1001161,40840
2016,2,1001162,411376
2016,2,1001163,730281
2016,2,1001164,634966
2016,2,1001165,1048553
2016,2,1001166,775754
2016,2,1001167,477049
2016,2,1001168,203576
2016,2,1001169,133562
2016,2,1001170,253750
2016,2,1001171,148066
2016,2,1001172,240869
2016,2,1001173,470647
2016,2,1001174,113827
2016,2,1001175,305555
2016,2,1001176,58657
2016,2,1001177,209258
2016,2,1001178,269859
2016,2,1001179,540802
2016,2,1001180,1130888
2016,2,1001181,317109
2016,2,1001182,3107678
2016,2,1001183,123232
2016,2,1001184,645715
2016,2,1001185,2548362
2016,2,1001186,368362
2016,2,1001187,218770
2016,2,1001188,90740
2016,2,1001189,285739
2016,2,1001190,101054
2016,2,1001191,39634
2016,2,1001192,585424
2016,2,1001193,164087
2016,2,1001194,269586
2016,2,1001195,278461
2016,2,1001196,401192
2016,2,1001197,196552
2016,2,1001198,189307
2016,2,1001199,999673
2016,2,1001200,373127
2016,2,1001201,494268
2016,2,1001202,516485
2016,2,1001203,1415398
2016,2,1001204,809529
2016,2,1001205,271000
2016,2,1001206,339046
2016,2,1001207,384388
2016,2,1001208,522278
2016,2,1001209,339092
2016,2,1001210,309339
2016,2,1001211,347017
2016,2,1001212,108693
2016,2,1001213,494702
2016,2,1001214,97914
2016,2,1001215,431607
2016,2,1001216,297751
2016,2,1001217,193906
2016,2,1001218,235549
2016,2,1001219,30405
2016,2,1001220,632208
2016,2,1001221,385776
2016,2,1001222,62407
2016,2,1001223,549287
2016,2,1001224,237520
2016,2,1001225,131747
2016,2,1001226,493989
2016,2,1001227,461971
2016,2,1001228,897101
2016,2,1001229,49826
2016,2,1001230,568449
2016,2,1001231,424242
2016,2,1001232,1109599
2016,2,1001233,425315
2016,2,1001234,188862
2016,2,1001235,51186
2016,2,1001236,128286
2016,2,1001237,83446
2016,2,1001238,1257783
2016,2,1001239,171347
2016,2,1001240,475102
2016,2,1001241,183557
2016,2,1001242,609925
2016,2,1001243,207427
2016,2,1001244,286326
2016,2,1001245,765742
2016,2,1001246,86762
2016,2,1001247,81016
2016,2,1001248,467215
2016,2,1001249,270636
2016,2,1001250,199081
2016,2,1001251,365265
2016,2,1001252,154645
2016,2,1001253,164030
2016,2,1001254,604952
2016,2,1001255,141547
2016,2,1001256,397904
2016,2,1001257,1195913
2016,2,1001258,69787
2016,2,1001259,212766
2016,2,1001260,773993
2016,2,1001261,253049
2016,2,1001262,144568
2016,2,1001263,804471
2016,2,1001264,63726
2016,2,1001265,200137
2016,2,1001266,97552
2016,2,1001267,102263
2016,2,1001268,22901
2016,2,1001269,9639
2016,2,1001270,67663
2016,2,1001271,124026
2016,2,1001272,7170
2016,2,1001273,1244801
2016,2,1001274,391719
2016,2,1001275,112042
2016,2,1001276,44264
2016,2,1001277,337734
2016,2,1001279,60596
2016,2,1001280,43026
2016,2,1001281,32807
2016,2,1001282,202640
2016,2,1001283,79694
2016,2,1001284,492451
2016,2,1001285,73310
2016,2,1001286,10696
2016,2,1001287,6860
2016,2,1001288,12534
2016,2,1001289,36979
2016,2,1001290,16488
2016,2,1001291,16888
2016,2,1001292,13917
2016,2,1001293,14799
2016,2,1001294,63874
2016,2,1001295,357148
2016,2,1001296,23978
2016,2,1001297,185496
2016,2,1001298,73187
2016,2,1001299,9690
2016,2,1001300,64112
2016,2,1001301,114722
2016,2,1001302,16209
2016,2,1001303,17086
2016,2,1001304,135293
2016,2,1001305,9572
2016,2,1001306,159549
2016,2,1001307,37868
2016,2,1001308,290841
2016,2,1001309,28511
2016,2,1001310,16189
2016,2,1001311,6689
2016,2,1001312,13363
2016,2,1001313,144437
2016,2,1001314,70164
2016,2,1001315,36266
2016,2,1001316,376393
2016,2,1001317,5710
2016,2,1001318,34813
2016,2,1001319,89951
2016,2,1001320,50305
2016,2,1001321,82585
2016,2,1001322,73341
2016,2,1001323,73841
2016,2,1001324,18650
2016,2,1001325,156078
2016,2,1001326,77678
2016,2,1001327,5575
2016,2,1001328,6764
2016,2,1001329,130085
2016,2,1001330,184923
2016,2,1001331,147671
2016,2,1001332,204044
2016,2,1001333,72265
2016,2,1001334,62303
2016,2,1001335,32977
2016,2,1001336,240415
2016,2,1001337,10290
2016,2,1001338,644958
2016,2,1001339,151370
2016,2,1001340,122114
2016,2,1001341,44720
2016,2,1001342,22509
2016,2,1001343,34541
2016,2,1001344,3332
2016,2,1001345,8351
2016,2,1001346,7011
2016,2,1001347,117610
2016,2,1001348,10643
2016,2,1001349,146609
2016,2,1001350,55118
2016,2,1001351,43771
2016,2,1001352,131213
2016,2,1001353,192875
2016,2,1001354,88170
2016,2,1001355,70846
2016,2,1001356,6102
2016,2,1001357,122697
2016,2,1001358,23341
2016,2,1001359,153344
2016,2,1001360,128216
2016,2,1001361,3624
2016,2,1001362,17607
2016,2,1001363,23229
2016,2,1001364,103587
2016,2,1001365,116511
2016,2,1001366,6764
2016,2,1001367,122401
2016,2,1001368,169847
2016,2,1001369,11028
2016,2,1001370,3480
2016,2,1001371,31260
2016,2,1001372,16369
2016,2,1001373,39642
2016,2,1001374,65370
2016,2,1001375,6328
2016,2,1001376,14585
2016,2,1001377,49360
2016,2,1001378,8175
2016,2,1001379,93537
2016,2,1001380,33240
2016,2,1001381,11823
2016,2,1001382,12453
2016,2,1001383,36689
2016,2,1001384,27268
2016,2,1001385,105604
2016,2,1001386,1935
2016,2,1001387,20061
2016,2,1001388,6893
2016,2,1001389,16431
2016,2,1001390,70940
2016,2,1001391,98643
2016,2,1001392,19136
2016,2,1001393,3009
2016,2,1001394,83623
2016,2,1001395,212362
2016,2,1001396,35927
2016,2,1001397,92587
2016,2,1001398,50101
2016,2,1001399,22366
2016,2,1001400,9378
2016,2,1001401,7628
2016,2,1001402,38582
2016,2,1001403,17410
2016,2,1001404,38695
2016,2,1001405,51088
2016,2,1001406,137308
2016,2,1001407,6104
2016,2,1001408,21310
2016,2,1001409,54486
2016,2,1001410,15571
2016,2,1001411,144071
2016,2,1001412,43707
2016,2,1001413,398332
2016,2,1001414,151480
2016,2,1001415,136905
2016,2,1001416,12260
2016,2,1001417,32307
2016,2,1001418,175677
2016,2,1001419,46494
2016,2,1001420,53486
2016,2,1001421,21635
2016,2,1001422,21743
2016,2,1001423,60892
2016,2,1001424,81804
2016,2,1001425,955
2016,2,1001426,35703
2016,2,1001427,415033
2016,2,1001428,4537
2016,2,1001429,47014
2016,2,1001430,1914276
2016,2,1001431,32084
2016,2,1001432,11625
2016,2,1001433,115611
2016,2,1001434,12204
2016,2,1001435,66910
2016,2,1001436,56806
2016,2,1001437,7732
2016,2,1001438,90155
2016,2,1001439,28920
2016,2,1001440,86733
2016,2,1001441,65215
2016,2,1001442,10721
2016,2,1001443,20847
2016,2,1001444,51054
2016,2,1001445,20438
2016,2,1001446,12664
2016,2,1001447,59165
2016,2,1001448,488815
2016,2,1001449,298381
2016,2,1001450,150462
2016,2,1001451,5169
2016,2,1001452,300945
2016,2,1001453,26223
2016,2,1001454,11194
2016,2,1001455,82002
2016,2,1001456,20521
2016,2,1001457,38155
2016,2,1001458,125194
2016,2,1001459,356761
2016,2,1001460,84080
2016,2,1001461,7775
2016,2,1001462,30777
2016,2,1001463,13625
2016,2,1001464,117012
2016,2,1001465,16927
2016,2,1001466,98861
2016,2,1001467,18522
2016,2,1001468,10203
2016,2,1001469,30305
2016,2,1001470,13807
2016,2,1001471,91484
2016,2,1001472,9941
2016,2,1001473,10049
2016,2,1001474,48604
2016,2,1001475,7981
2016,2,1001476,77514
2016,2,1001477,58760
2016,2,1001478,153365
2016,2,1001479,84460
2016,2,1001480,121046
2016,2,1001481,81231
2016,2,1001482,3153
2016,2,1001483,148267
2016,2,1001484,13516
2016,2,1001485,17311
2016,2,1001486,15030
2016,2,1001487,42821
2016,2,1001488,62112
2016,2,1001489,151551
2016,2,1001490,148004
2016,2,1001491,999465
2016,2,1001492,5149561
2016,2,1001493,1830299
2016,2,1001494,3870132
2016,2,1001495,1051781
2016,2,1001496,82990
2016,3,1000001,92055
2016,3,1000002,112638
2016,3,1000003,74434
2016,3,1000004,30250
2016,3,1000005,580
2016,3,1000006,36432
2016,3,1000007,52463
2016,3,1000008,7748
2016,3,1000009,5161
2016,3,1000010,68157
2016,3,1000011,191213
2016,3,1000012,13605
2016,3,1000013,19014
2016,3,1000014,61848
2016,3,1000015,90870
2016,3,1000016,78462
2016,3,1000017,72474
2016,3,1000018,190690
2016,3,1000019,102976
2016,3,1000020,233569
2016,3,1000021,159893
2016,3,1000022,67537
2016,3,1000023,430993
2016,3,1000024,55065
2016,3,1000025,46130
2016,3,1000026,2196
2016,3,1000027,9910
2016,3,1000028,311496
2016,3,1000029,24847
2016,3,1000030,234504
2016,3,1000031,79898
2016,3,1000032,224261
2016,3,1000033,433834
2016,3,1000034,275104
2016,3,1000035,56344
2016,3,1000036,85563
2016,3,1000037,51850
2016,3,1000038,255594
2016,3,1000039,141334
2016,3,1000040,136918
2016,3,1000041,63161
2016,3,1000042,161390
2016,3,1000043,93654
2016,3,1000044,21346
2016,3,1000045,20075
2016,3,1000046,156576
2016,3,1000047,86465
2016,3,1000048,64273
2016,3,1000049,146090
2016,3,1000050,3053
2016,3,1000051,23292
2016,3,1000052,53445
2016,3,1000053,84829
2016,3,1000054,37689
2016,3,1000055,52703
2016,3,1000056,81652
