year,quarter,district,resid_total,household_total,household_apt
2016,4,1000395,3988,1478,261
2016,4,1000394,5325,2578,43
2016,4,1000393,2729,1083,19
2016,4,1000392,3284,1516,0
2016,4,1000391,3706,1494,181
2016,4,1000390,2351,881,171
2016,4,1000389,3687,1599,102
2016,4,1000388,4184,1943,23
2016,4,1000387,2567,1201,0
2016,4,1000386,1530,604,322
2016,4,1000385,2188,1019,246
2016,4,1000384,2610,1275,0
2016,4,1000383,1183,434,283
2016,4,1000382,3687,1665,240
2016,4,1000381,2920,1135,411
2016,4,1000380,2700,1508,70
2016,4,1000379,3817,1517,602
2016,4,1000378,1630,656,18
2016,4,1000377,2275,930,306
2016,4,1000376,2370,1055,29
2016,4,1000375,3089,1225,198
2016,4,1000374,3659,1678,0
2016,4,1000373,981,478,0
2016,4,1000372,2262,1037,35
2016,4,1000371,3883,1693,53
2016,4,1000370,3886,1204,1062
2016,4,1000369,2006,818,9
2016,4,1000368,1730,757,170
2016,4,1000367,369,202,0
2016,4,1000366,2049,873,13
2016,4,1000365,2983,1425,261
2016,4,1000364,1388,682,0
2016,4,1000363,744,397,0
2016,4,1000362,3726,1822,0
2016,4,1000361,1776,776,81
2016,4,1000360,4971,2536,184
2016,4,1000359,2385,1073,109
2016,4,1000358,2950,1394,7
2016,4,1000357,4087,1870,0
2016,4,1000356,3310,1416,6
2016,4,1000355,1784,837,0
2016,4,1000354,2460,1078,0
2016,4,1000353,1961,761,354
2016,4,1000352,1810,951,43
2016,4,1000351,1713,914,8
2016,4,1000350,1566,815,0
2016,4,1000349,1851,967,0
2016,4,1000348,3263,1524,23
2016,4,1000347,1887,887,131
2016,4,1000346,3115,1055,581
2016,4,1000345,2791,1250,20
2016,4,1000344,4230,1632,516
2016,4,1000343,1952,809,0
2016,4,1000342,2176,1224,5
2016,4,1000341,3062,1298,0
2016,4,1000340,1544,655,0
2016,4,1000339,3404,1719,54
2016,4,1000338,2963,1296,0
2016,4,1000337,2200,1028,0
2016,4,1000336,2064,998,7
2016,4,1000335,3419,1586,8
2016,4,1000334,3103,1322,0
2016,4,1000333,3435,1474,6
2016,4,1000332,3702,1669,0
2016,4,1000331,4557,2119,30
2016,4,1000330,1385,494,379
2016,4,1000329,3047,1573,90
2016,4,1000328,2297,1067,0
2016,4,1000327,3819,1696,54
2016,4,1000326,2234,1047,0
2016,4,1000325,265,156,0
2016,4,1000324,3561,1991,431
2016,4,1000323,1723,850,0
2016,4,1000322,3341,1561,33
2016,4,1000321,3160,1379,59
2016,4,1000320,1817,840,0
2016,4,1000319,2734,1570,0
2016,4,1000318,2015,845,0
2016,4,1000317,2431,1080,0
2016,4,1000316,1450,592,0
2016,4,1000315,2745,1219,0
2016,4,1000314,2120,1074,0
2016,4,1000313,3511,1668,0
2016,4,1000312,2776,1238,79
2016,4,1000311,2418,1032,10
2016,4,1000310,1404,695,0
2016,4,1000309,1194,626,40
2016,4,1000308,1808,829,0
2016,4,1000307,3164,1251,186
2016,4,1000306,1272,741,0
2016,4,1000305,2787,1349,13
2016,4,1000304,2582,1493,142
2016,4,1000303,2198,901,412
2016,4,1000302,1745,706,293
2016,4,1000301,1741,723,174
2016,4,1000300,3492,1836,76
2016,4,1000299,1836,936,24
2016,4,1000298,3611,1514,0
2016,4,1000297,1927,869,338
2016,4,1000296,2431,1104,0
2016,4,1000295,2037,1026,277
2016,4,1000294,986,447,0
2016,4,1000293,1521,867,0
2016,4,1000292,725,511,0
2016,4,1000291,1090,827,0
2016,4,1000290,1541,835,0
2016,4,1000289,1714,981,0
2016,4,1000288,3107,1483,0
2016,4,1000287,3477,1473,509
2016,4,1000286,1791,871,0
2016,4,1000285,2281,1171,29
2016,4,1000284,3147,1822,15
2016,4,1000283,1935,825,14
2016,4,1000282,1588,627,125
2016,4,1000281,1677,775,12
2016,4,1000280,1915,883,1
2016,4,1000279,2338,1172,0
2016,4,1000278,2360,1182,0
2016,4,1000277,1304,910,0
2016,4,1000276,2978,1564,18
2016,4,1000275,1325,750,0
2016,4,1000274,2519,1294,0
2016,4,1000273,3009,1235,0
2016,4,1000272,315,164,0
2016,4,1000271,400,214,0
2016,4,1000270,2412,1577,0
2016,4,1000269,1110,612,0
2016,4,1000268,2963,1266,402
2016,4,1000267,1421,642,0
2016,4,1000266,1958,792,0
2016,4,1000265,1977,901,126
2016,4,1000264,3291,1486,0
2016,4,1000263,1249,585,0
2016,4,1000262,1374,593,0
2016,4,1000261,314,191,0
2016,4,1000260,2715,1284,78
2016,4,1000259,3550,1554,60
2016,4,1000258,2030,1183,0
2016,4,1000257,2711,1169,172
2016,4,1000256,3192,1403,0
2016,4,1000255,2722,984,446
2016,4,1000254,3270,1705,0
2016,4,1000253,3303,1332,526
2016,4,1000252,3909,1426,671
2016,4,1000251,4616,2328,0
2016,4,1000250,3155,1434,0
2016,4,1000249,2277,1155,0
2016,4,1000248,5727,2667,22
2016,4,1000247,2931,1339,37
2016,4,1000246,2051,942,21
2016,4,1000245,2966,1585,0
2016,4,1000244,3058,1454,8
2016,4,1000243,1507,766,0
2016,4,1000242,2786,1261,0
2016,4,1000241,1933,866,0
2016,4,1000240,1582,745,0
2016,4,1000239,2480,1174,23
2016,4,1000238,3571,1750,23
2016,4,1000237,2720,1413,0
2016,4,1000236,2764,1231,73
2016,4,1000235,2452,1042,15
2016,4,1000234,2952,1585,0
2016,4,1000233,1830,790,333
2016,4,1000232,3438,1456,0
2016,4,1000231,2676,1356,0
2016,4,1000230,4438,2377,8
2016,4,1000229,3158,1396,136
2016,4,1000228,5330,2365,66
2016,4,1000227,1996,865,17
2016,4,1000226,4112,1931,317
2016,4,1000225,1052,440,0
2016,4,1000224,5225,2305,17
2016,4,1000223,4221,2294,35
2016,4,1000222,2257,1174,21
2016,4,1000221,3714,1982,0
2016,4,1000220,1349,800,0
2016,4,1000219,2662,1526,0
2016,4,1000218,2145,1142,0
2016,4,1000217,2356,898,417
2016,4,1000216,1850,949,0
2016,4,1000215,784,339,0
2016,4,1000214,3266,1681,55
2016,4,1000213,2872,1216,461
2016,4,1000212,2346,959,87
2016,4,1000211,2513,1249,10
2016,4,1000210,2173,1085,32
2016,4,1000209,755,381,0
2016,4,1000208,1446,1062,0
2016,4,1000207,1126,690,0
2016,4,1000206,3338,1851,0
2016,4,1000205,1528,885,0
2016,4,1000204,1849,835,0
2016,4,1000203,2086,950,0
2016,4,1000202,2328,935,274
2016,4,1000201,2165,909,284
2016,4,1000200,1096,557,25
2016,4,1000199,1100,500,0
2016,4,1000198,2683,991,273
2016,4,1000197,1356,633,71
2016,4,1000196,640,274,17
2016,4,1000195,1306,486,186
2016,4,1000194,3821,1824,0
2016,4,1000193,3588,1901,268
2016,4,1000192,530,309,0
2016,4,1000191,1130,629,0
2016,4,1000190,1586,881,0
2016,4,1000189,2322,1029,101
2016,4,1000188,4383,2307,150
2016,4,1000187,3576,1483,435
2016,4,1000186,1973,877,147
2016,4,1000185,2006,751,193
2016,4,1000184,2096,1013,142
2016,4,1000183,2123,1111,0
2016,4,1000182,1193,542,0
2016,4,1000181,643,284,107
2016,4,1000180,1503,834,0
2016,4,1000179,2700,1518,0
2016,4,1000178,1307,578,22
2016,4,1000177,1674,658,223
2016,4,1000176,2829,1363,82
2016,4,1000175,2932,1364,45
2016,4,1000174,1519,689,0
2016,4,1000173,2032,846,199
2016,4,1000172,3912,1739,451
2016,4,1000171,2228,1036,83
2016,4,1000170,242,113,0
2016,4,1000169,1303,789,0
2016,4,1000168,624,418,0
2016,4,1000167,3374,1342,20
2016,4,1000166,3075,1288,0
2016,4,1000165,3616,1728,16
2016,4,1000164,3896,1610,169
2016,4,1000163,2807,1164,0
2016,4,1000162,4741,1943,37
2016,4,1000161,2689,1169,0
2016,4,1000160,3129,1503,85
2016,4,1000159,1914,912,0
2016,4,1000158,4017,2059,0
2016,4,1000157,3832,1623,74
2016,4,1000156,5320,2259,59
2016,4,1000155,1171,494,179
2016,4,1000154,2868,1198,112
2016,4,1000153,3035,1585,0
2016,4,1000152,1741,907,5
2016,4,1000151,3100,1403,53
2016,4,1000150,4154,2018,0
2016,4,1000149,2981,1284,0
2016,4,1000148,3442,1388,55
2016,4,1000147,3552,1394,11
2016,4,1000146,3601,1609,0
2016,4,1000145,3087,1495,0
2016,4,1000144,2104,1047,7
2016,4,1000143,2976,1784,165
2016,4,1000142,2054,1146,53
2016,4,1000141,3377,1178,571
2016,4,1000140,3767,1949,333
2016,4,1000139,5194,2620,25
2016,4,1000138,2289,1739,0
2016,4,1000137,3801,2532,0
2016,4,1000136,2130,964,0
2016,4,1000135,4219,2090,28
2016,4,1000134,4763,2162,50
2016,4,1000133,4231,1977,10
2016,4,1000132,4502,2047,0
2016,4,1000131,3808,1846,32
2016,4,1000130,634,283,0
2016,4,1000129,2677,1342,32
2016,4,1000128,1371,818,0
2016,4,1000127,2400,1887,9
2016,4,1000126,2213,1028,706
2016,4,1000125,1008,487,49
2016,4,1000124,2800,1255,0
2016,4,1000123,2043,1017,8
2016,4,1000122,2831,1287,0
2016,4,1000121,3303,1658,0
2016,4,1000120,2148,975,167
2016,4,1000119,2973,1421,39
2016,4,1000118,2961,1393,0
2016,4,1000117,2508,1140,7
2016,4,1000116,1938,945,76
2016,4,1000115,1476,737,11
2016,4,1000114,394,356,0
2016,4,1000113,390,204,0
2016,4,1000112,2713,1368,0
2016,4,1000111,1306,640,0
2016,4,1000110,680,350,0
2016,4,1000109,1387,794,28
2016,4,1000108,294,146,0
2016,4,1000107,3416,1569,0
2016,4,1000106,3800,1889,0
2016,4,1000105,2157,1018,56
2016,4,1000104,1202,619,0
2016,4,1000103,2544,1157,423
2016,4,1000102,2470,1589,0
2016,4,1000101,2440,1035,238
2016,4,1000100,1036,573,0
2016,4,1000099,1848,928,41
2016,4,1000098,2297,1175,89
2016,4,1000097,1226,525,81
2016,4,1000096,1163,802,44
2016,4,1000095,2686,1283,306
2016,4,1000094,897,341,98
2016,4,1000093,1951,896,0
2016,4,1000092,1884,957,90
2016,4,1000091,3143,1576,0
2016,4,1000090,3560,1456,103
2016,4,1000089,2440,1049,17
2016,4,1000088,3046,1557,24
2016,4,1000087,5633,2610,88
2016,4,1000086,2984,1389,85
2016,4,1000085,2327,1309,28
2016,4,1000084,642,383,0
2016,4,1000083,106,103,0
2016,4,1000082,773,443,0
2016,4,1000081,948,529,0
2016,4,1000080,643,418,0
2016,4,1000079,1281,781,0
2016,4,1000078,521,273,0
2016,4,1000077,2816,1630,16
2016,4,1000076,2804,1429,0
2016,4,1000075,4375,1971,40
2016,4,1000074,3109,1590,25
2016,4,1000073,1650,1044,0
2016,4,1000072,2884,1351,0
2016,4,1000071,2424,1632,1
2016,4,1000070,695,358,0
2016,4,1000069,2042,1006,325
2016,4,1000068,937,511,0
2016,4,1000067,2177,1031,0
2016,4,1000066,1491,659,0
2016,4,1000065,2039,876,83
2016,4,1000064,2464,1296,0
2016,4,1000063,1369,781,48
2016,4,1000062,2873,1597,0
2016,4,1000061,2869,1323,0
2016,4,1000060,2408,1148,5
2016,4,1000059,2701,1313,0
2016,4,1000058,3949,1923,299
2016,4,1000057,3958,1698,37
2016,4,1000056,3339,1938,0
2016,4,1000055,1437,720,0
2016,4,1000054,863,440,0
2016,4,1000053,771,382,0
2016,4,1000052,612,309,0
2016,4,1000051,986,534,0
2016,4,1000050,438,202,0
2016,4,1000049,3550,1817,0
2016,4,1000048,1547,1060,41
2016,4,1000047,1228,646,0
2016,4,1000046,687,390,68
2016,4,1000045,787,429,0
2016,4,1000044,943,469,150
2016,4,1000043,2074,1073,0
2016,4,1000042,1873,884,26
2016,4,1000041,1567,780,0
2016,4,1000040,110,52,0
2016,4,1000039,72,37,0
2016,4,1000038,700,334,0
2016,4,1000037,2252,985,15
2016,4,1000036,2040,1000,0
2016,4,1000035,4839,2038,155
2016,4,1000034,2085,1113,17
2016,4,1000033,929,587,0
2016,4,1000032,1495,649,216
2016,4,1000031,2302,1085,163
2016,4,1000030,3873,1899,0
2016,4,1000029,832,450,0
2016,4,1000028,3197,1799,56
2016,4,1000027,729,320,0
2016,4,1000026,1681,756,0
2016,4,1000025,953,460,0
2016,4,1000024,2530,1102,66
2016,4,1000023,1452,858,0
2016,4,1000022,917,442,0
2016,4,1000021,952,654,0
2016,4,1000020,2486,1213,0
2016,4,1000019,3807,2043,94
2016,4,1000018,451,342,0
2016,4,1000017,51,42,0
2016,4,1000016,761,367,0
2016,4,1000015,1722,872,0
2016,4,1000014,503,261,0
2016,4,1000013,301,176,0
2016,4,1000012,2704,1114,7
2016,4,1000011,996,543,0
2016,4,1000010,1010,623,0
2016,4,1000009,778,409,0
2016,4,1000008,709,320,0
2016,4,1000007,466,221,0
2016,4,1000006,682,368,0
2016,4,1000005,1772,729,8
2016,4,1000004,1497,869,22
2016,4,1000003,1150,746,9
2016,4,1000002,769,698,9
2016,4,1000001,1919,840,0
2016,3,1001496,19,10,0
2016,3,1001495,8240,4017,213
2016,3,1001494,2664,1908,254
2016,3,1001493,2489,1368,82
2016,3,1001492,1308,613,1
2016,3,1001491,7114,4194,25
2016,3,1001490,3368,1339,420
2016,3,1001489,456,174,103
2016,3,1001488,1061,516,64
2016,3,1001487,163,123,0
2016,3,1001486,232,134,0
2016,3,1001485,375,196,7
2016,3,1001484,791,291,8
2016,3,1001483,972,524,0
2016,3,1001482,354,166,1
2016,3,1001481,2038,684,570
2016,3,1001480,2224,1144,0
2016,3,1001479,748,372,0
2016,3,1001478,5059,2306,60
2016,3,1001477,967,425,0
2016,3,1001476,2554,1227,0
2016,3,1001475,4,4,0
2016,3,1001474,247,89,75
2016,3,1001473,157,50,49
2016,3,1001472,95,45,0
2016,3,1001471,1287,753,0
2016,3,1001470,299,114,114
2016,3,1001469,84,48,0
2016,3,1001468,192,81,0
2016,3,1001467,87,39,0
2016,3,1001466,693,315,44
2016,3,1001465,76,40,0
2016,3,1001464,197,130,0
2016,3,1001463,66,46,0
2016,3,1001462,575,334,1
2016,3,1001461,3,1,0
2016,3,1001460,2174,1188,0
2016,3,1001459,421,248,0
2016,3,1001458,1371,866,3
2016,3,1001457,337,265,0
2016,3,1001456,14,9,0
2016,3,1001455,104,73,0
2016,3,1001454,378,255,0
2016,3,1001453,694,473,0
2016,3,1001452,573,360,0
2016,3,1001451,12,3,0
2016,3,1001450,539,269,0
2016,3,1001449,620,368,0
2016,3,1001448,625,329,56
2016,3,1001447,2071,1118,0
2016,3,1001446,144,72,0
2016,3,1001445,68,46,0
2016,3,1001444,949,513,0
2016,3,1001443,150,79,79
2016,3,1001442,22,14,0
2016,3,1001441,487,289,0
2016,3,1001440,177,128,0
2016,3,1001439,448,229,0
2016,3,1001438,389,170,0
2016,3,1001437,135,54,54
2016,3,1001436,104,56,0
2016,3,1001435,225,87,87
2016,3,1001434,13,10,0
2016,3,1001433,538,310,113
2016,3,1001432,65,35,0
2016,3,1001431,304,163,0
2016,3,1001430,2196,1632,414
2016,3,1001429,441,180,0
2016,3,1001428,282,176,0
2016,3,1001427,2465,1248,9
2016,3,1001426,8,5,0
2016,3,1001425,27,10,0
2016,3,1001424,1587,757,19
2016,3,1001423,93,81,0
2016,3,1001422,151,93,0
2016,3,1001421,386,154,0
2016,3,1001420,690,303,65
2016,3,1001419,306,180,0
2016,3,1001418,745,438,0
2016,3,1001417,147,81,0
2016,3,1001416,172,152,0
2016,3,1001415,911,490,94
2016,3,1001414,603,271,0
2016,3,1001413,1086,500,65
2016,3,1001412,357,173,0
2016,3,1001411,2022,896,0
2016,3,1001409,1067,441,0
2016,3,1001408,82,38,0
2016,3,1001407,2,2,0
2016,3,1001406,552,317,0
2016,3,1001405,491,219,0
2016,3,1001404,174,82,0
2016,3,1001403,136,49,0
2016,3,1001402,199,95,0
2016,3,1001401,97,51,0
2016,3,1001400,452,232,0
2016,3,1001399,370,134,45
2016,3,1001398,1522,705,0
2016,3,1001397,1322,627,0
2016,3,1001396,1189,457,63
2016,3,1001395,1217,589,109
2016,3,1001394,1168,680,24
2016,3,1001392,27,11,0
2016,3,1001391,707,309,8
2016,3,1001390,1692,899,41
2016,3,1001389,94,43,43
2016,3,1001388,218,102,5
2016,3,1001387,34,31,0
2016,3,1001386,63,30,10
2016,3,1001385,450,233,0
2016,3,1001384,15,8,0
2016,3,1001382,147,64,64
2016,3,1001381,101,65,0
2016,3,1001380,497,234,0
2016,3,1001379,317,157,48
2016,3,1001378,152,73,0
2016,3,1001377,414,241,0
2016,3,1001376,121,76,0
2016,3,1001375,162,64,0
2016,3,1001374,681,321,0
2016,3,1001373,210,92,35
2016,3,1001372,31,14,0
2016,3,1001370,12,10,0
2016,3,1001369,64,27,0
2016,3,1001368,282,135,0
2016,3,1001367,1438,745,0
2016,3,1001365,1321,638,38
2016,3,1001364,1113,497,0
2016,3,1001363,743,363,8
2016,3,1001362,365,155,0
2016,3,1001361,214,87,0
2016,3,1001360,1042,487,9
2016,3,1001359,2150,886,25
2016,3,1001358,68,29,28
2016,3,1001357,1273,565,20
2016,3,1001356,47,18,0
2016,3,1001355,772,421,14
2016,3,1001354,1586,668,0
2016,3,1001353,565,261,83
2016,3,1001352,1044,464,102
2016,3,1001351,169,88,0
2016,3,1001350,247,141,0
2016,3,1001349,1537,823,0
2016,3,1001348,37,16,0
2016,3,1001347,1994,907,0
2016,3,1001346,183,95,0
2016,3,1001345,96,49,45
2016,3,1001344,31,13,0
2016,3,1001343,1645,671,20
2016,3,1001342,244,114,0
2016,3,1001341,9,9,0
2016,3,1001340,1286,601,0
2016,3,1001339,528,232,57
2016,3,1001338,235,122,0
2016,3,1001337,125,51,0
2016,3,1001336,2249,1095,45
2016,3,1001335,668,273,0
2016,3,1001334,989,449,0
2016,3,1001333,1905,873,0
2016,3,1001332,2016,977,0
2016,3,1001331,1394,675,0
2016,3,1001330,2201,1038,0
2016,3,1001329,1279,716,0
2016,3,1001327,265,116,0
2016,3,1001326,1167,863,0
2016,3,1001325,59,52,0
2016,3,1001324,240,111,0
2016,3,1001323,463,209,0
2016,3,1001322,2,1,0
2016,3,1001321,367,181,0
2016,3,1001320,101,59,0
2016,3,1001319,111,58,0
2016,3,1001318,171,140,0
2016,3,1001317,179,80,0
2016,3,1001316,2221,1419,0
2016,3,1001315,2,2,0
2016,3,1001314,12,9,0
2016,3,1001313,478,284,0
2016,3,1001312,18,13,0
2016,3,1001311,2,2,0
2016,3,1001310,138,64,0
2016,3,1001309,74,52,0
2016,3,1001308,1293,674,0
2016,3,1001307,399,199,0
2016,3,1001306,341,192,0
2016,3,1001305,62,22,0
2016,3,1001304,2044,932,0
2016,3,1001303,102,43,0
2016,3,1001302,484,219,0
2016,3,1001301,886,395,0
2016,3,1001300,937,623,0
2016,3,1001299,15,14,0
2016,3,1001298,2104,988,0
2016,3,1001297,609,316,84
2016,3,1001296,239,144,0
2016,3,1001295,1566,838,0
2016,3,1001294,353,189,1
2016,3,1001293,7,4,0
2016,3,1001292,38,23,0
2016,3,1001291,64,34,24
2016,3,1001290,103,53,29
2016,3,1001289,315,162,0
2016,3,1001288,32,21,0
2016,3,1001287,156,93,0
2016,3,1001286,293,163,29
2016,3,1001285,66,60,0
2016,3,1001284,1138,633,0
2016,3,1001283,882,437,0
2016,3,1001282,1096,563,30
2016,3,1001281,1,1,0
2016,3,1001279,65,42,30
2016,3,1001277,325,227,22
2016,3,1001276,1,1,0
2016,3,1001275,156,87,38
2016,3,1001274,291,220,0
2016,3,1001273,84,65,0
2016,3,1001272,18,16,0
2016,3,1001271,801,593,69
2016,3,1001270,437,242,0
2016,3,1001268,168,82,0
2016,3,1001267,121,92,0
2016,3,1001266,3,3,0
2016,3,1001265,53,41,0
2016,3,1001264,791,360,42
2016,3,1001263,133,98,0
2016,3,1001262,41,40,0
2016,3,1001261,724,285,278
2016,3,1001260,344,312,0
2016,3,1001259,710,464,0
2016,3,1001257,2067,1345,0
2016,3,1001256,822,451,28
2016,3,1001255,74,60,0
2016,3,1001254,1238,673,0
2016,3,1001253,125,108,0
2016,3,1001252,498,257,0
2016,3,1001251,411,256,0
2016,3,1001249,553,372,0
2016,3,1001248,600,350,24
2016,3,1001247,109,56,0
2016,3,1001246,230,191,0
2016,3,1001245,950,672,0
2016,3,1001244,387,263,0
2016,3,1001243,397,273,0
2016,3,1001242,703,479,0
2016,3,1001241,814,558,22
2016,3,1001240,541,325,0
2016,3,1001239,244,72,72
2016,3,1001238,3079,1521,715
2016,3,1001237,313,172,0
2016,3,1001236,222,103,0
2016,3,1001235,115,64,0
2016,3,1001234,697,348,0
2016,3,1001233,173,124,0
2016,3,1001232,2550,2174,0
2016,3,1001231,340,285,0
2016,3,1001230,719,411,189
2016,3,1001229,306,184,0
2016,3,1001228,826,572,0
2016,3,1001227,550,360,106
2016,3,1001226,1975,1078,0
2016,3,1001225,298,239,0
2016,3,1001224,168,135,0
2016,3,1001223,2297,1082,660
2016,3,1001222,943,377,245
2016,3,1001221,3542,1905,208
2016,3,1001220,670,493,0
2016,3,1001219,137,72,0
2016,3,1001218,37,31,0
2016,3,1001217,28,25,0
2016,3,1001216,187,166,0
2016,3,1001215,1,1,0
2016,3,1001214,3,3,1
2016,3,1001213,105,86,0
2016,3,1001212,110,91,0
2016,3,1001211,34,31,0
2016,3,1001210,57,33,0
2016,3,1001209,90,61,0
2016,3,1001208,561,449,60
2016,3,1001207,356,241,0
2016,3,1001206,901,567,0
2016,3,1001205,454,329,13
2016,3,1001204,256,203,0
2016,3,1001203,632,90,0
2016,3,1001202,1,1,0
2016,3,1001201,964,546,43
2016,3,1001200,279,239,0
2016,3,1001199,705,469,173
2016,3,1001198,2100,1305,37
2016,3,1001197,1125,646,50
2016,3,1001196,322,147,0
2016,3,1001195,456,244,0
2016,3,1001194,102,76,0
2016,3,1001193,214,132,23
2016,3,1001192,816,525,0
2016,3,1001191,3,2,0
2016,3,1001190,1102,947,0
2016,3,1001189,542,391,16
2016,3,1001188,189,131,38
2016,3,1001187,984,774,0
2016,3,1001186,1302,964,63
2016,3,1001185,2853,2114,82
2016,3,1001184,206,161,0
2016,3,1001183,588,305,0
2016,3,1001182,5423,3414,134
2016,3,1001181,1713,1027,0
2016,3,1001180,1299,966,27
2016,3,1001179,2535,1467,114
2016,3,1001178,692,412,0
2016,3,1001177,51,25,0
2016,3,1001176,13,10,0
2016,3,1001175,2673,862,651
2016,3,1001174,1035,539,25
2016,3,1001173,1917,966,9
2016,3,1001172,675,362,83
2016,3,1001171,31,19,0
2016,3,1001170,57,40,0
2016,3,1001169,529,328,0
2016,3,1001168,1,1,0
2016,3,1001166,3301,1710,446
2016,3,1001165,2085,1454,0
2016,3,1001164,735,437,0
2016,3,1001163,3021,1849,525
2016,3,1001162,1149,672,0
2016,3,1001161,536,289,0
2016,3,1001160,1971,1274,0
2016,3,1001159,314,166,0
2016,3,1001158,994,776,0
2016,3,1001157,343,177,0
2016,3,1001156,3080,2113,0
2016,3,1001155,397,222,0
2016,3,1001154,106,77,0
2016,3,1001153,1031,673,107
2016,3,1001152,197,68,64
2016,3,1001151,255,118,73
2016,3,1001150,996,636,0
2016,3,1001149,191,124,0
2016,3,1001148,48,46,0
2016,3,1001147,152,59,0
2016,3,1001146,115,60,0
2016,3,1001145,328,192,0
2016,3,1001144,633,489,33
2016,3,1001143,237,146,0
2016,3,1001141,1349,702,255
2016,3,1001140,1952,1012,35
2016,3,1001139,1357,903,0
2016,3,1001138,613,252,0
2016,3,1001137,840,397,22
2016,3,1001136,900,270,237
2016,3,1001135,4121,2244,91
2016,3,1001134,14,11,0
2016,3,1001133,884,584,0
2016,3,1001132,431,236,0
2016,3,1001131,477,193,169
2016,3,1001130,202,69,0
2016,3,1001129,349,133,0
2016,3,1001128,256,131,0
2016,3,1001127,1404,519,472
2016,3,1001126,298,157,0
2016,3,1001125,485,190,124
2016,3,1001124,1499,1149,0
2016,3,1001123,491,282,50
2016,3,1001122,633,258,118
2016,3,1001121,398,334,0
2016,3,1001120,445,225,79
2016,3,1001119,635,575,0
2016,3,1001118,226,82,0
2016,3,1001117,1063,665,0
2016,3,1001116,164,148,0
2016,3,1001115,711,528,0
2016,3,1001114,853,559,0
2016,3,1001113,26,22,0
2016,3,1001112,137,95,0
2016,3,1001111,582,382,44
2016,3,1001110,2356,817,817
2016,3,1001109,1855,1164,0
2016,3,1001108,485,339,0
2016,3,1001107,1369,840,0
2016,3,1001106,100,73,0
2016,3,1001105,1114,921,0
2016,3,1001104,56,35,0
2016,3,1001103,19,10,0
2016,3,1001102,943,551,0
2016,3,1001101,2045,1304,13
2016,3,1001100,77,44,0
2016,3,1001099,694,397,22
2016,3,1001098,2210,1260,54
2016,3,1001096,1659,612,297
2016,3,1001095,4148,2543,0
2016,3,1001094,650,339,21
2016,3,1001093,2615,1527,154
2016,3,1001092,2045,1413,22
2016,3,1001091,7,3,0
2016,3,1001090,630,392,0
2016,3,1001089,91,53,0
2016,3,1001088,1351,749,0
2016,3,1001087,2169,1389,0
2016,3,1001085,3172,2165,29
2016,3,1001084,699,501,1
2016,3,1001083,535,259,5
2016,3,1001082,3730,2435,0
2016,3,1001081,1020,622,0
2016,3,1001080,204,110,0
2016,3,1001079,8,4,0
2016,3,1001078,1573,902,177
2016,3,1001077,1209,551,277
2016,3,1001076,196,102,0
2016,3,1001075,495,75,7
2016,3,1001074,1410,1167,0
2016,3,1001073,4938,3462,14
2016,3,1001072,1220,752,32
2016,3,1001071,1842,838,0
2016,3,1001070,388,131,90
2016,3,1001069,334,142,16
2016,3,1001068,20,9,0
2016,3,1001067,2307,1519,108
2016,3,1001066,1477,1063,291
2016,3,1001065,193,68,0
2016,3,1001064,653,568,0
2016,3,1001063,1419,567,41
2016,3,1001062,673,411,83
2016,3,1001061,2710,987,481
2016,3,1001059,18,10,0
2016,3,1001058,2696,1500,30
2016,3,1001057,1365,802,269
2016,3,1001056,487,343,0
2016,3,1001055,66,26,0
2016,3,1001054,585,183,165
2016,3,1001053,524,145,145
2016,3,1001052,1931,1351,242
2016,3,1001051,3495,1349,279
2016,3,1001050,1570,893,0
2016,3,1001049,2809,1248,9
2016,3,1001048,1325,858,114
2016,3,1001047,1065,620,20
2016,3,1001046,2937,2371,183
2016,3,1001045,1149,629,0
2016,3,1001044,2004,1002,75
2016,3,1001043,1398,706,146
2016,3,1001042,453,268,0
2016,3,1001041,1611,934,506
2016,3,1001040,871,725,0
2016,3,1001039,1483,1136,0
2016,3,1001038,142,79,0
2016,3,1001037,1400,736,167
2016,3,1001036,370,172,0
2016,3,1001035,577,278,0
2016,3,1001034,1249,631,18
2016,3,1001033,1232,503,0
2016,3,1001032,1593,1033,0
2016,3,1001031,506,402,0
2016,3,1001030,709,391,0
2016,3,1001028,440,332,0
2016,3,1001027,1488,1325,254
2016,3,1001026,456,273,0
2016,3,1001025,5623,4357,20
2016,3,1001024,670,318,52
2016,3,1001023,96,62,0
2016,3,1001022,949,608,0
2016,3,1001021,22,19,3
2016,3,1001019,57,39,0
2016,3,1001018,1759,1090,10
2016,3,1001017,316,219,115
2016,3,1001016,1640,1257,0
2016,3,1001015,1023,753,7
2016,3,1001013,1728,533,0
2016,3,1001012,2,2,0
2016,3,1001011,1551,995,28
2016,3,1001010,3223,1633,36
2016,3,1001009,3878,1916,45
2016,3,1001008,2296,1080,70
2016,3,1001007,2431,1020,0
2016,3,1001006,4085,1497,596
2016,3,1001005,2876,1239,99
2016,3,1001004,4238,1852,320
2016,3,1001003,2259,967,255
2016,3,1001002,3941,1546,152
2016,3,1001001,6520,2545,478
2016,3,1001000,1748,847,0
2016,3,1000999,7192,3331,958
2016,3,1000998,3251,1597,148
2016,3,1000997,2260,1128,0
2016,3,1000996,1974,1180,74
2016,3,1000995,2497,1189,9
2016,3,1000994,2611,1353,0
